Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-42-10/
At seed=61, n=100, industry=EGY, sampling_method=ar1. at 0.06.
At seed=62, n=100, industry=EGY, sampling_method=ar1. at 0.58.
At seed=63, n=100, industry=EGY, sampling_method=ar1. at 1.03.
At seed=64, n=100, industry=EGY, sampling_method=ar1. at 1.46.
At seed=65, n=100, industry=EGY, sampling_method=ar1. at 1.86.
At seed=61, n=100, industry=EGY, sampling_method=garch. at 2.25.
At seed=62, n=100, industry=EGY, sampling_method=garch. at 2.66.
At seed=63, n=100, industry=EGY, sampling_method=garch. at 3.07.
At seed=64, n=100, industry=EGY, sampling_method=garch. at 3.47.
At seed=65, n=100, industry=EGY, sampling_method=garch. at 3.89.
At seed=61, n=100, industry=EGY, sampling_method=garch_ar1. at 4.3.
At seed=62, n=100, industry=EGY, sampling_method=garch_ar1. at 4.71.
At seed=63, n=100, industry=EGY, sampling_method=garch_ar1. at 5.15.
At seed=64, n=100, industry=EGY, sampling_method=garch_ar1. at 5.59.
At seed=65, n=100, industry=EGY, sampling_method=garch_ar1. at 6.09.
At seed=61, n=100, industry=EGY, sampling_method=mvn_arch. at 6.53.
At seed=62, n=100, industry=EGY, sampling_method=mvn_arch. at 6.96.
At seed=63, n=100, industry=EGY, sampling_method=mvn_arch. at 7.4.
At seed=64, n=100, industry=EGY, sampling_method=mvn_arch. at 7.83.
At seed=65, n=100, industry=EGY, sampling_method=mvn_arch. at 8.26.
At seed=61, n=200, industry=EGY, sampling_method=ar1. at 8.7.
At seed=62, n=200, industry=EGY, sampling_method=ar1. at 9.43.
At seed=63, n=200, industry=EGY, sampling_method=ar1. at 10.16.
At seed=64, n=200, industry=EGY, sampling_method=ar1. at 10.89.
At seed=65, n=200, industry=EGY, sampling_method=ar1. at 11.62.
At seed=61, n=200, industry=EGY, sampling_method=garch. at 12.36.
At seed=62, n=200, industry=EGY, sampling_method=garch. at 13.11.
At seed=63, n=200, industry=EGY, sampling_method=garch. at 13.84.
At seed=64, n=200, industry=EGY, sampling_method=garch. at 14.58.
At seed=65, n=200, industry=EGY, sampling_method=garch. at 15.32.
At seed=61, n=200, industry=EGY, sampling_method=garch_ar1. at 16.06.
At seed=62, n=200, industry=EGY, sampling_method=garch_ar1. at 16.8.
At seed=63, n=200, industry=EGY, sampling_method=garch_ar1. at 17.53.
At seed=64, n=200, industry=EGY, sampling_method=garch_ar1. at 18.27.
At seed=65, n=200, industry=EGY, sampling_method=garch_ar1. at 19.0.
At seed=61, n=200, industry=EGY, sampling_method=mvn_arch. at 19.74.
At seed=62, n=200, industry=EGY, sampling_method=mvn_arch. at 20.46.
At seed=63, n=200, industry=EGY, sampling_method=mvn_arch. at 21.19.
At seed=64, n=200, industry=EGY, sampling_method=mvn_arch. at 21.92.
At seed=65, n=200, industry=EGY, sampling_method=mvn_arch. at 22.67.
At seed=61, n=300, industry=EGY, sampling_method=ar1. at 23.4.
At seed=62, n=300, industry=EGY, sampling_method=ar1. at 24.41.
At seed=63, n=300, industry=EGY, sampling_method=ar1. at 25.44.
At seed=64, n=300, industry=EGY, sampling_method=ar1. at 26.48.
At seed=65, n=300, industry=EGY, sampling_method=ar1. at 27.51.
At seed=61, n=300, industry=EGY, sampling_method=garch. at 28.53.
At seed=62, n=300, industry=EGY, sampling_method=garch. at 29.56.
At seed=63, n=300, industry=EGY, sampling_method=garch. at 30.61.
At seed=64, n=300, industry=EGY, sampling_method=garch. at 31.64.
At seed=65, n=300, industry=EGY, sampling_method=garch. at 32.68.
At seed=61, n=300, industry=EGY, sampling_method=garch_ar1. at 33.75.
At seed=62, n=300, industry=EGY, sampling_method=garch_ar1. at 34.78.
At seed=63, n=300, industry=EGY, sampling_method=garch_ar1. at 35.82.
At seed=64, n=300, industry=EGY, sampling_method=garch_ar1. at 36.85.
At seed=65, n=300, industry=EGY, sampling_method=garch_ar1. at 37.9.
At seed=61, n=300, industry=EGY, sampling_method=mvn_arch. at 38.93.
At seed=62, n=300, industry=EGY, sampling_method=mvn_arch. at 39.97.
At seed=63, n=300, industry=EGY, sampling_method=mvn_arch. at 41.02.
At seed=64, n=300, industry=EGY, sampling_method=mvn_arch. at 42.05.
At seed=65, n=300, industry=EGY, sampling_method=mvn_arch. at 43.09.
At seed=61, n=400, industry=EGY, sampling_method=ar1. at 44.13.
At seed=62, n=400, industry=EGY, sampling_method=ar1. at 45.45.
At seed=63, n=400, industry=EGY, sampling_method=ar1. at 46.79.
At seed=64, n=400, industry=EGY, sampling_method=ar1. at 48.15.
At seed=65, n=400, industry=EGY, sampling_method=ar1. at 49.48.
At seed=61, n=400, industry=EGY, sampling_method=garch. at 50.81.
At seed=62, n=400, industry=EGY, sampling_method=garch. at 52.15.
At seed=63, n=400, industry=EGY, sampling_method=garch. at 53.5.
At seed=64, n=400, industry=EGY, sampling_method=garch. at 54.84.
At seed=65, n=400, industry=EGY, sampling_method=garch. at 56.19.
At seed=61, n=400, industry=EGY, sampling_method=garch_ar1. at 57.53.
At seed=62, n=400, industry=EGY, sampling_method=garch_ar1. at 58.88.
At seed=63, n=400, industry=EGY, sampling_method=garch_ar1. at 60.23.
At seed=64, n=400, industry=EGY, sampling_method=garch_ar1. at 61.58.
At seed=65, n=400, industry=EGY, sampling_method=garch_ar1. at 62.94.
At seed=61, n=400, industry=EGY, sampling_method=mvn_arch. at 64.28.
At seed=62, n=400, industry=EGY, sampling_method=mvn_arch. at 65.62.
At seed=63, n=400, industry=EGY, sampling_method=mvn_arch. at 66.95.
At seed=64, n=400, industry=EGY, sampling_method=mvn_arch. at 68.29.
At seed=65, n=400, industry=EGY, sampling_method=mvn_arch. at 69.62.
At seed=61, n=500, industry=EGY, sampling_method=ar1. at 70.95.
At seed=62, n=500, industry=EGY, sampling_method=ar1. at 72.62.
At seed=63, n=500, industry=EGY, sampling_method=ar1. at 74.26.
At seed=64, n=500, industry=EGY, sampling_method=ar1. at 75.91.
