Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/23-47-58/
At seed=2041, n=300, industry=EGY, sampling_method=ar1. at 0.01.
At seed=2042, n=300, industry=EGY, sampling_method=ar1. at 1.11.
At seed=2043, n=300, industry=EGY, sampling_method=ar1. at 2.14.
At seed=2044, n=300, industry=EGY, sampling_method=ar1. at 3.17.
At seed=2045, n=300, industry=EGY, sampling_method=ar1. at 4.19.
At seed=2046, n=300, industry=EGY, sampling_method=ar1. at 5.21.
At seed=2047, n=300, industry=EGY, sampling_method=ar1. at 6.22.
At seed=2048, n=300, industry=EGY, sampling_method=ar1. at 7.23.
At seed=2049, n=300, industry=EGY, sampling_method=ar1. at 8.25.
At seed=2050, n=300, industry=EGY, sampling_method=ar1. at 9.26.
At seed=2051, n=300, industry=EGY, sampling_method=ar1. at 10.28.
At seed=2052, n=300, industry=EGY, sampling_method=ar1. at 11.3.
At seed=2053, n=300, industry=EGY, sampling_method=ar1. at 12.32.
At seed=2054, n=300, industry=EGY, sampling_method=ar1. at 13.33.
At seed=2055, n=300, industry=EGY, sampling_method=ar1. at 14.35.
At seed=2056, n=300, industry=EGY, sampling_method=ar1. at 15.38.
At seed=2057, n=300, industry=EGY, sampling_method=ar1. at 16.4.
At seed=2058, n=300, industry=EGY, sampling_method=ar1. at 17.42.
At seed=2059, n=300, industry=EGY, sampling_method=ar1. at 18.43.
At seed=2060, n=300, industry=EGY, sampling_method=ar1. at 19.45.
At seed=2041, n=300, industry=EGY, sampling_method=garch. at 20.47.
At seed=2042, n=300, industry=EGY, sampling_method=garch. at 21.49.
At seed=2043, n=300, industry=EGY, sampling_method=garch. at 22.52.
At seed=2044, n=300, industry=EGY, sampling_method=garch. at 23.54.
At seed=2045, n=300, industry=EGY, sampling_method=garch. at 24.58.
At seed=2046, n=300, industry=EGY, sampling_method=garch. at 25.61.
At seed=2047, n=300, industry=EGY, sampling_method=garch. at 26.63.
At seed=2048, n=300, industry=EGY, sampling_method=garch. at 27.66.
At seed=2049, n=300, industry=EGY, sampling_method=garch. at 28.69.
At seed=2050, n=300, industry=EGY, sampling_method=garch. at 29.74.
At seed=2051, n=300, industry=EGY, sampling_method=garch. at 30.77.
At seed=2052, n=300, industry=EGY, sampling_method=garch. at 31.79.
At seed=2053, n=300, industry=EGY, sampling_method=garch. at 32.83.
At seed=2054, n=300, industry=EGY, sampling_method=garch. at 33.86.
At seed=2055, n=300, industry=EGY, sampling_method=garch. at 34.89.
At seed=2056, n=300, industry=EGY, sampling_method=garch. at 35.92.
At seed=2057, n=300, industry=EGY, sampling_method=garch. at 36.94.
At seed=2058, n=300, industry=EGY, sampling_method=garch. at 37.99.
At seed=2059, n=300, industry=EGY, sampling_method=garch. at 39.03.
At seed=2060, n=300, industry=EGY, sampling_method=garch. at 40.06.
At seed=2041, n=300, industry=EGY, sampling_method=garch_ar1. at 41.09.
At seed=2042, n=300, industry=EGY, sampling_method=garch_ar1. at 42.12.
At seed=2043, n=300, industry=EGY, sampling_method=garch_ar1. at 43.15.
At seed=2044, n=300, industry=EGY, sampling_method=garch_ar1. at 44.17.
At seed=2045, n=300, industry=EGY, sampling_method=garch_ar1. at 45.21.
At seed=2046, n=300, industry=EGY, sampling_method=garch_ar1. at 46.24.
At seed=2047, n=300, industry=EGY, sampling_method=garch_ar1. at 47.26.
At seed=2048, n=300, industry=EGY, sampling_method=garch_ar1. at 48.28.
At seed=2049, n=300, industry=EGY, sampling_method=garch_ar1. at 49.3.
At seed=2050, n=300, industry=EGY, sampling_method=garch_ar1. at 50.33.
At seed=2051, n=300, industry=EGY, sampling_method=garch_ar1. at 51.35.
At seed=2052, n=300, industry=EGY, sampling_method=garch_ar1. at 52.38.
At seed=2053, n=300, industry=EGY, sampling_method=garch_ar1. at 53.55.
At seed=2054, n=300, industry=EGY, sampling_method=garch_ar1. at 54.57.
At seed=2055, n=300, industry=EGY, sampling_method=garch_ar1. at 55.59.
At seed=2056, n=300, industry=EGY, sampling_method=garch_ar1. at 56.62.
At seed=2057, n=300, industry=EGY, sampling_method=garch_ar1. at 57.65.
At seed=2058, n=300, industry=EGY, sampling_method=garch_ar1. at 58.68.
At seed=2059, n=300, industry=EGY, sampling_method=garch_ar1. at 59.7.
At seed=2060, n=300, industry=EGY, sampling_method=garch_ar1. at 60.83.
At seed=2041, n=300, industry=EGY, sampling_method=mvn_arch. at 61.86.
At seed=2042, n=300, industry=EGY, sampling_method=mvn_arch. at 62.88.
At seed=2043, n=300, industry=EGY, sampling_method=mvn_arch. at 63.95.
At seed=2044, n=300, industry=EGY, sampling_method=mvn_arch. at 64.98.
At seed=2045, n=300, industry=EGY, sampling_method=mvn_arch. at 66.11.
At seed=2046, n=300, industry=EGY, sampling_method=mvn_arch. at 67.48.
At seed=2047, n=300, industry=EGY, sampling_method=mvn_arch. at 68.61.
At seed=2048, n=300, industry=EGY, sampling_method=mvn_arch. at 69.65.
At seed=2049, n=300, industry=EGY, sampling_method=mvn_arch. at 70.89.
At seed=2050, n=300, industry=EGY, sampling_method=mvn_arch. at 72.0.
At seed=2051, n=300, industry=EGY, sampling_method=mvn_arch. at 73.1.
At seed=2052, n=300, industry=EGY, sampling_method=mvn_arch. at 74.18.
At seed=2053, n=300, industry=EGY, sampling_method=mvn_arch. at 75.29.
At seed=2054, n=300, industry=EGY, sampling_method=mvn_arch. at 76.83.
At seed=2055, n=300, industry=EGY, sampling_method=mvn_arch. at 85.95.
At seed=2056, n=300, industry=EGY, sampling_method=mvn_arch. at 87.17.
At seed=2057, n=300, industry=EGY, sampling_method=mvn_arch. at 88.23.
At seed=2058, n=300, industry=EGY, sampling_method=mvn_arch. at 89.45.
At seed=2059, n=300, industry=EGY, sampling_method=mvn_arch. at 90.54.
At seed=2060, n=300, industry=EGY, sampling_method=mvn_arch. at 91.62.
At seed=2041, n=300, industry=FIN, sampling_method=ar1. at 92.66.
At seed=2042, n=300, industry=FIN, sampling_method=ar1. at 97.52.
At seed=2043, n=300, industry=FIN, sampling_method=ar1. at 102.02.
At seed=2044, n=300, industry=FIN, sampling_method=ar1. at 106.27.
At seed=2045, n=300, industry=FIN, sampling_method=ar1. at 111.12.
At seed=2046, n=300, industry=FIN, sampling_method=ar1. at 115.43.
At seed=2047, n=300, industry=FIN, sampling_method=ar1. at 119.75.
At seed=2048, n=300, industry=FIN, sampling_method=ar1. at 123.97.
At seed=2049, n=300, industry=FIN, sampling_method=ar1. at 128.17.
At seed=2050, n=300, industry=FIN, sampling_method=ar1. at 132.79.
At seed=2051, n=300, industry=FIN, sampling_method=ar1. at 137.42.
At seed=2052, n=300, industry=FIN, sampling_method=ar1. at 141.92.
At seed=2053, n=300, industry=FIN, sampling_method=ar1. at 146.17.
At seed=2054, n=300, industry=FIN, sampling_method=ar1. at 150.63.
At seed=2055, n=300, industry=FIN, sampling_method=ar1. at 155.03.
At seed=2056, n=300, industry=FIN, sampling_method=ar1. at 161.13.
At seed=2057, n=300, industry=FIN, sampling_method=ar1. at 165.47.
At seed=2058, n=300, industry=FIN, sampling_method=ar1. at 170.08.
At seed=2059, n=300, industry=FIN, sampling_method=ar1. at 174.94.
At seed=2060, n=300, industry=FIN, sampling_method=ar1. at 179.4.
At seed=2041, n=300, industry=FIN, sampling_method=garch. at 184.0.
At seed=2042, n=300, industry=FIN, sampling_method=garch. at 188.38.
At seed=2043, n=300, industry=FIN, sampling_method=garch. at 193.25.
At seed=2044, n=300, industry=FIN, sampling_method=garch. at 199.0.
At seed=2045, n=300, industry=FIN, sampling_method=garch. at 204.17.
At seed=2046, n=300, industry=FIN, sampling_method=garch. at 208.92.
At seed=2047, n=300, industry=FIN, sampling_method=garch. at 214.01.
At seed=2048, n=300, industry=FIN, sampling_method=garch. at 218.54.
At seed=2049, n=300, industry=FIN, sampling_method=garch. at 223.73.
At seed=2050, n=300, industry=FIN, sampling_method=garch. at 228.15.
At seed=2051, n=300, industry=FIN, sampling_method=garch. at 232.47.
At seed=2052, n=300, industry=FIN, sampling_method=garch. at 236.77.
At seed=2053, n=300, industry=FIN, sampling_method=garch. at 241.1.
At seed=2054, n=300, industry=FIN, sampling_method=garch. at 245.49.
At seed=2055, n=300, industry=FIN, sampling_method=garch. at 251.66.
At seed=2056, n=300, industry=FIN, sampling_method=garch. at 256.07.
At seed=2057, n=300, industry=FIN, sampling_method=garch. at 260.29.
At seed=2058, n=300, industry=FIN, sampling_method=garch. at 264.55.
At seed=2059, n=300, industry=FIN, sampling_method=garch. at 269.11.
At seed=2060, n=300, industry=FIN, sampling_method=garch. at 275.0.
At seed=2041, n=300, industry=FIN, sampling_method=garch_ar1. at 279.53.
At seed=2042, n=300, industry=FIN, sampling_method=garch_ar1. at 285.51.
At seed=2043, n=300, industry=FIN, sampling_method=garch_ar1. at 290.43.
At seed=2044, n=300, industry=FIN, sampling_method=garch_ar1. at 294.83.
At seed=2045, n=300, industry=FIN, sampling_method=garch_ar1. at 299.29.
At seed=2046, n=300, industry=FIN, sampling_method=garch_ar1. at 304.33.
At seed=2047, n=300, industry=FIN, sampling_method=garch_ar1. at 308.75.
At seed=2048, n=300, industry=FIN, sampling_method=garch_ar1. at 313.09.
At seed=2049, n=300, industry=FIN, sampling_method=garch_ar1. at 318.06.
At seed=2050, n=300, industry=FIN, sampling_method=garch_ar1. at 322.27.
At seed=2051, n=300, industry=FIN, sampling_method=garch_ar1. at 326.6.
At seed=2052, n=300, industry=FIN, sampling_method=garch_ar1. at 331.02.
At seed=2053, n=300, industry=FIN, sampling_method=garch_ar1. at 335.4.
At seed=2054, n=300, industry=FIN, sampling_method=garch_ar1. at 340.54.
At seed=2055, n=300, industry=FIN, sampling_method=garch_ar1. at 344.88.
At seed=2056, n=300, industry=FIN, sampling_method=garch_ar1. at 349.1.
At seed=2057, n=300, industry=FIN, sampling_method=garch_ar1. at 353.42.
At seed=2058, n=300, industry=FIN, sampling_method=garch_ar1. at 357.7.
At seed=2059, n=300, industry=FIN, sampling_method=garch_ar1. at 361.89.
At seed=2060, n=300, industry=FIN, sampling_method=garch_ar1. at 366.42.
