Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-42-15/
At seed=56, n=100, industry=EGY, sampling_method=ar1. at 0.01.
At seed=57, n=100, industry=EGY, sampling_method=ar1. at 0.45.
At seed=58, n=100, industry=EGY, sampling_method=ar1. at 0.89.
At seed=59, n=100, industry=EGY, sampling_method=ar1. at 1.33.
At seed=60, n=100, industry=EGY, sampling_method=ar1. at 1.76.
At seed=56, n=100, industry=EGY, sampling_method=garch. at 2.24.
At seed=57, n=100, industry=EGY, sampling_method=garch. at 2.69.
At seed=58, n=100, industry=EGY, sampling_method=garch. at 3.13.
At seed=59, n=100, industry=EGY, sampling_method=garch. at 3.57.
At seed=60, n=100, industry=EGY, sampling_method=garch. at 4.02.
At seed=56, n=100, industry=EGY, sampling_method=garch_ar1. at 4.47.
At seed=57, n=100, industry=EGY, sampling_method=garch_ar1. at 4.91.
At seed=58, n=100, industry=EGY, sampling_method=garch_ar1. at 5.36.
At seed=59, n=100, industry=EGY, sampling_method=garch_ar1. at 5.8.
At seed=60, n=100, industry=EGY, sampling_method=garch_ar1. at 6.26.
At seed=56, n=100, industry=EGY, sampling_method=mvn_arch. at 6.71.
At seed=57, n=100, industry=EGY, sampling_method=mvn_arch. at 7.14.
At seed=58, n=100, industry=EGY, sampling_method=mvn_arch. at 7.58.
At seed=59, n=100, industry=EGY, sampling_method=mvn_arch. at 8.02.
At seed=60, n=100, industry=EGY, sampling_method=mvn_arch. at 8.46.
At seed=56, n=200, industry=EGY, sampling_method=ar1. at 8.9.
At seed=57, n=200, industry=EGY, sampling_method=ar1. at 9.64.
At seed=58, n=200, industry=EGY, sampling_method=ar1. at 10.36.
At seed=59, n=200, industry=EGY, sampling_method=ar1. at 11.09.
At seed=60, n=200, industry=EGY, sampling_method=ar1. at 11.81.
At seed=56, n=200, industry=EGY, sampling_method=garch. at 12.54.
At seed=57, n=200, industry=EGY, sampling_method=garch. at 13.27.
At seed=58, n=200, industry=EGY, sampling_method=garch. at 14.02.
At seed=59, n=200, industry=EGY, sampling_method=garch. at 14.75.
At seed=60, n=200, industry=EGY, sampling_method=garch. at 15.49.
At seed=56, n=200, industry=EGY, sampling_method=garch_ar1. at 16.22.
At seed=57, n=200, industry=EGY, sampling_method=garch_ar1. at 16.96.
At seed=58, n=200, industry=EGY, sampling_method=garch_ar1. at 17.7.
At seed=59, n=200, industry=EGY, sampling_method=garch_ar1. at 18.45.
At seed=60, n=200, industry=EGY, sampling_method=garch_ar1. at 19.2.
At seed=56, n=200, industry=EGY, sampling_method=mvn_arch. at 19.94.
At seed=57, n=200, industry=EGY, sampling_method=mvn_arch. at 20.69.
At seed=58, n=200, industry=EGY, sampling_method=mvn_arch. at 21.43.
At seed=59, n=200, industry=EGY, sampling_method=mvn_arch. at 22.17.
At seed=60, n=200, industry=EGY, sampling_method=mvn_arch. at 22.9.
At seed=56, n=300, industry=EGY, sampling_method=ar1. at 23.64.
At seed=57, n=300, industry=EGY, sampling_method=ar1. at 24.67.
At seed=58, n=300, industry=EGY, sampling_method=ar1. at 25.7.
At seed=59, n=300, industry=EGY, sampling_method=ar1. at 26.73.
At seed=60, n=300, industry=EGY, sampling_method=ar1. at 27.75.
At seed=56, n=300, industry=EGY, sampling_method=garch. at 28.78.
At seed=57, n=300, industry=EGY, sampling_method=garch. at 29.85.
At seed=58, n=300, industry=EGY, sampling_method=garch. at 30.9.
At seed=59, n=300, industry=EGY, sampling_method=garch. at 31.95.
At seed=60, n=300, industry=EGY, sampling_method=garch. at 32.99.
At seed=56, n=300, industry=EGY, sampling_method=garch_ar1. at 34.04.
At seed=57, n=300, industry=EGY, sampling_method=garch_ar1. at 35.09.
At seed=58, n=300, industry=EGY, sampling_method=garch_ar1. at 36.14.
At seed=59, n=300, industry=EGY, sampling_method=garch_ar1. at 37.19.
At seed=60, n=300, industry=EGY, sampling_method=garch_ar1. at 38.24.
At seed=56, n=300, industry=EGY, sampling_method=mvn_arch. at 39.28.
At seed=57, n=300, industry=EGY, sampling_method=mvn_arch. at 40.34.
At seed=58, n=300, industry=EGY, sampling_method=mvn_arch. at 41.38.
At seed=59, n=300, industry=EGY, sampling_method=mvn_arch. at 42.44.
At seed=60, n=300, industry=EGY, sampling_method=mvn_arch. at 43.51.
At seed=56, n=400, industry=EGY, sampling_method=ar1. at 44.55.
At seed=57, n=400, industry=EGY, sampling_method=ar1. at 45.88.
At seed=58, n=400, industry=EGY, sampling_method=ar1. at 47.23.
At seed=59, n=400, industry=EGY, sampling_method=ar1. at 48.56.
At seed=60, n=400, industry=EGY, sampling_method=ar1. at 49.89.
At seed=56, n=400, industry=EGY, sampling_method=garch. at 51.22.
At seed=57, n=400, industry=EGY, sampling_method=garch. at 52.56.
At seed=58, n=400, industry=EGY, sampling_method=garch. at 53.94.
At seed=59, n=400, industry=EGY, sampling_method=garch. at 55.29.
At seed=60, n=400, industry=EGY, sampling_method=garch. at 56.65.
