Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-46-10/
At seed=391, n=100, industry=EGY, sampling_method=ar1. at 0.02.
At seed=392, n=100, industry=EGY, sampling_method=ar1. at 0.76.
At seed=393, n=100, industry=EGY, sampling_method=ar1. at 1.42.
At seed=394, n=100, industry=EGY, sampling_method=ar1. at 1.87.
At seed=395, n=100, industry=EGY, sampling_method=ar1. at 2.59.
At seed=391, n=100, industry=EGY, sampling_method=garch. at 3.07.
At seed=392, n=100, industry=EGY, sampling_method=garch. at 3.77.
At seed=393, n=100, industry=EGY, sampling_method=garch. at 4.35.
At seed=394, n=100, industry=EGY, sampling_method=garch. at 5.0.
At seed=395, n=100, industry=EGY, sampling_method=garch. at 5.6.
At seed=391, n=100, industry=EGY, sampling_method=garch_ar1. at 6.11.
At seed=392, n=100, industry=EGY, sampling_method=garch_ar1. at 6.76.
At seed=393, n=100, industry=EGY, sampling_method=garch_ar1. at 7.32.
At seed=394, n=100, industry=EGY, sampling_method=garch_ar1. at 7.82.
At seed=395, n=100, industry=EGY, sampling_method=garch_ar1. at 8.35.
At seed=391, n=100, industry=EGY, sampling_method=mvn_arch. at 8.85.
At seed=392, n=100, industry=EGY, sampling_method=mvn_arch. at 9.33.
At seed=393, n=100, industry=EGY, sampling_method=mvn_arch. at 10.0.
At seed=394, n=100, industry=EGY, sampling_method=mvn_arch. at 10.57.
At seed=395, n=100, industry=EGY, sampling_method=mvn_arch. at 11.25.
At seed=391, n=200, industry=EGY, sampling_method=ar1. at 11.84.
At seed=392, n=200, industry=EGY, sampling_method=ar1. at 12.73.
At seed=393, n=200, industry=EGY, sampling_method=ar1. at 13.85.
At seed=394, n=200, industry=EGY, sampling_method=ar1. at 14.78.
At seed=395, n=200, industry=EGY, sampling_method=ar1. at 15.66.
At seed=391, n=200, industry=EGY, sampling_method=garch. at 16.65.
At seed=392, n=200, industry=EGY, sampling_method=garch. at 17.58.
At seed=393, n=200, industry=EGY, sampling_method=garch. at 18.56.
At seed=394, n=200, industry=EGY, sampling_method=garch. at 19.54.
At seed=395, n=200, industry=EGY, sampling_method=garch. at 20.4.
At seed=391, n=200, industry=EGY, sampling_method=garch_ar1. at 21.29.
At seed=392, n=200, industry=EGY, sampling_method=garch_ar1. at 22.22.
At seed=393, n=200, industry=EGY, sampling_method=garch_ar1. at 23.16.
At seed=394, n=200, industry=EGY, sampling_method=garch_ar1. at 24.33.
At seed=395, n=200, industry=EGY, sampling_method=garch_ar1. at 25.31.
At seed=391, n=200, industry=EGY, sampling_method=mvn_arch. at 26.31.
At seed=392, n=200, industry=EGY, sampling_method=mvn_arch. at 27.31.
At seed=393, n=200, industry=EGY, sampling_method=mvn_arch. at 28.33.
At seed=394, n=200, industry=EGY, sampling_method=mvn_arch. at 29.39.
At seed=395, n=200, industry=EGY, sampling_method=mvn_arch. at 30.41.
At seed=391, n=300, industry=EGY, sampling_method=ar1. at 253.82.
At seed=392, n=300, industry=EGY, sampling_method=ar1. at 255.06.
At seed=393, n=300, industry=EGY, sampling_method=ar1. at 256.33.
At seed=394, n=300, industry=EGY, sampling_method=ar1. at 257.63.
At seed=395, n=300, industry=EGY, sampling_method=ar1. at 258.99.
At seed=391, n=300, industry=EGY, sampling_method=garch. at 260.27.
At seed=392, n=300, industry=EGY, sampling_method=garch. at 261.55.
At seed=393, n=300, industry=EGY, sampling_method=garch. at 262.86.
At seed=394, n=300, industry=EGY, sampling_method=garch. at 264.24.
At seed=395, n=300, industry=EGY, sampling_method=garch. at 265.57.
At seed=391, n=300, industry=EGY, sampling_method=garch_ar1. at 266.76.
At seed=392, n=300, industry=EGY, sampling_method=garch_ar1. at 268.01.
At seed=393, n=300, industry=EGY, sampling_method=garch_ar1. at 269.27.
At seed=394, n=300, industry=EGY, sampling_method=garch_ar1. at 270.59.
At seed=395, n=300, industry=EGY, sampling_method=garch_ar1. at 271.85.
At seed=391, n=300, industry=EGY, sampling_method=mvn_arch. at 273.2.
At seed=392, n=300, industry=EGY, sampling_method=mvn_arch. at 274.46.
At seed=393, n=300, industry=EGY, sampling_method=mvn_arch. at 275.78.
At seed=394, n=300, industry=EGY, sampling_method=mvn_arch. at 277.0.
At seed=395, n=300, industry=EGY, sampling_method=mvn_arch. at 278.26.
At seed=391, n=400, industry=EGY, sampling_method=ar1. at 279.49.
At seed=392, n=400, industry=EGY, sampling_method=ar1. at 281.13.
At seed=393, n=400, industry=EGY, sampling_method=ar1. at 282.89.
At seed=394, n=400, industry=EGY, sampling_method=ar1. at 284.68.
At seed=395, n=400, industry=EGY, sampling_method=ar1. at 286.44.
At seed=391, n=400, industry=EGY, sampling_method=garch. at 288.24.
At seed=392, n=400, industry=EGY, sampling_method=garch. at 290.06.
At seed=393, n=400, industry=EGY, sampling_method=garch. at 291.85.
At seed=394, n=400, industry=EGY, sampling_method=garch. at 293.57.
At seed=395, n=400, industry=EGY, sampling_method=garch. at 295.39.
At seed=391, n=400, industry=EGY, sampling_method=garch_ar1. at 297.12.
At seed=392, n=400, industry=EGY, sampling_method=garch_ar1. at 298.87.
At seed=393, n=400, industry=EGY, sampling_method=garch_ar1. at 300.62.
At seed=394, n=400, industry=EGY, sampling_method=garch_ar1. at 302.36.
At seed=395, n=400, industry=EGY, sampling_method=garch_ar1. at 304.13.
At seed=391, n=400, industry=EGY, sampling_method=mvn_arch. at 305.79.
At seed=392, n=400, industry=EGY, sampling_method=mvn_arch. at 307.41.
At seed=393, n=400, industry=EGY, sampling_method=mvn_arch. at 309.08.
