Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-44-52/
At seed=196, n=100, industry=EGY, sampling_method=ar1. at 0.46.
At seed=197, n=100, industry=EGY, sampling_method=ar1. at 0.9.
At seed=198, n=100, industry=EGY, sampling_method=ar1. at 1.35.
At seed=199, n=100, industry=EGY, sampling_method=ar1. at 1.78.
At seed=200, n=100, industry=EGY, sampling_method=ar1. at 2.24.
At seed=196, n=100, industry=EGY, sampling_method=garch. at 2.71.
At seed=197, n=100, industry=EGY, sampling_method=garch. at 3.27.
At seed=198, n=100, industry=EGY, sampling_method=garch. at 3.87.
At seed=199, n=100, industry=EGY, sampling_method=garch. at 4.62.
At seed=200, n=100, industry=EGY, sampling_method=garch. at 17.55.
At seed=196, n=100, industry=EGY, sampling_method=garch_ar1. at 17.96.
At seed=197, n=100, industry=EGY, sampling_method=garch_ar1. at 18.38.
At seed=198, n=100, industry=EGY, sampling_method=garch_ar1. at 18.79.
At seed=199, n=100, industry=EGY, sampling_method=garch_ar1. at 19.21.
At seed=200, n=100, industry=EGY, sampling_method=garch_ar1. at 19.61.
At seed=196, n=100, industry=EGY, sampling_method=mvn_arch. at 20.01.
At seed=197, n=100, industry=EGY, sampling_method=mvn_arch. at 20.41.
At seed=198, n=100, industry=EGY, sampling_method=mvn_arch. at 20.81.
At seed=199, n=100, industry=EGY, sampling_method=mvn_arch. at 21.2.
At seed=200, n=100, industry=EGY, sampling_method=mvn_arch. at 21.59.
At seed=196, n=200, industry=EGY, sampling_method=ar1. at 21.98.
At seed=197, n=200, industry=EGY, sampling_method=ar1. at 22.66.
At seed=198, n=200, industry=EGY, sampling_method=ar1. at 23.34.
At seed=199, n=200, industry=EGY, sampling_method=ar1. at 24.01.
At seed=200, n=200, industry=EGY, sampling_method=ar1. at 24.68.
At seed=196, n=200, industry=EGY, sampling_method=garch. at 25.34.
At seed=197, n=200, industry=EGY, sampling_method=garch. at 26.01.
At seed=198, n=200, industry=EGY, sampling_method=garch. at 26.68.
At seed=199, n=200, industry=EGY, sampling_method=garch. at 27.36.
At seed=200, n=200, industry=EGY, sampling_method=garch. at 28.03.
At seed=196, n=200, industry=EGY, sampling_method=garch_ar1. at 28.7.
At seed=197, n=200, industry=EGY, sampling_method=garch_ar1. at 29.37.
