Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-48-07/
At seed=431, n=100, industry=EGY, sampling_method=ar1. at 0.91.
At seed=432, n=100, industry=EGY, sampling_method=ar1. at 1.6.
At seed=433, n=100, industry=EGY, sampling_method=ar1. at 2.28.
At seed=434, n=100, industry=EGY, sampling_method=ar1. at 2.98.
At seed=435, n=100, industry=EGY, sampling_method=ar1. at 3.69.
At seed=431, n=100, industry=EGY, sampling_method=garch. at 4.56.
At seed=432, n=100, industry=EGY, sampling_method=garch. at 5.22.
At seed=433, n=100, industry=EGY, sampling_method=garch. at 6.08.
At seed=434, n=100, industry=EGY, sampling_method=garch. at 6.85.
At seed=435, n=100, industry=EGY, sampling_method=garch. at 7.51.
At seed=431, n=100, industry=EGY, sampling_method=garch_ar1. at 8.4.
At seed=432, n=100, industry=EGY, sampling_method=garch_ar1. at 9.0.
At seed=433, n=100, industry=EGY, sampling_method=garch_ar1. at 9.67.
At seed=434, n=100, industry=EGY, sampling_method=garch_ar1. at 10.27.
At seed=435, n=100, industry=EGY, sampling_method=garch_ar1. at 10.95.
At seed=431, n=100, industry=EGY, sampling_method=mvn_arch. at 11.55.
At seed=432, n=100, industry=EGY, sampling_method=mvn_arch. at 12.27.
At seed=433, n=100, industry=EGY, sampling_method=mvn_arch. at 12.95.
At seed=434, n=100, industry=EGY, sampling_method=mvn_arch. at 13.65.
At seed=435, n=100, industry=EGY, sampling_method=mvn_arch. at 14.37.
At seed=431, n=200, industry=EGY, sampling_method=ar1. at 15.07.
At seed=432, n=200, industry=EGY, sampling_method=ar1. at 15.97.
At seed=433, n=200, industry=EGY, sampling_method=ar1. at 16.9.
At seed=434, n=200, industry=EGY, sampling_method=ar1. at 17.95.
At seed=435, n=200, industry=EGY, sampling_method=ar1. at 18.86.
At seed=431, n=200, industry=EGY, sampling_method=garch. at 19.76.
At seed=432, n=200, industry=EGY, sampling_method=garch. at 20.63.
At seed=433, n=200, industry=EGY, sampling_method=garch. at 21.55.
At seed=434, n=200, industry=EGY, sampling_method=garch. at 22.58.
At seed=435, n=200, industry=EGY, sampling_method=garch. at 23.47.
At seed=431, n=200, industry=EGY, sampling_method=garch_ar1. at 24.38.
At seed=432, n=200, industry=EGY, sampling_method=garch_ar1. at 25.34.
At seed=433, n=200, industry=EGY, sampling_method=garch_ar1. at 26.25.
At seed=434, n=200, industry=EGY, sampling_method=garch_ar1. at 27.33.
At seed=435, n=200, industry=EGY, sampling_method=garch_ar1. at 28.28.
At seed=431, n=200, industry=EGY, sampling_method=mvn_arch. at 29.23.
At seed=432, n=200, industry=EGY, sampling_method=mvn_arch. at 30.11.
At seed=433, n=200, industry=EGY, sampling_method=mvn_arch. at 31.1.
At seed=434, n=200, industry=EGY, sampling_method=mvn_arch. at 31.96.
At seed=435, n=200, industry=EGY, sampling_method=mvn_arch. at 32.92.
At seed=431, n=300, industry=EGY, sampling_method=ar1. at 33.83.
At seed=432, n=300, industry=EGY, sampling_method=ar1. at 35.15.
At seed=433, n=300, industry=EGY, sampling_method=ar1. at 36.43.
At seed=434, n=300, industry=EGY, sampling_method=ar1. at 37.64.
At seed=435, n=300, industry=EGY, sampling_method=ar1. at 38.88.
At seed=431, n=300, industry=EGY, sampling_method=garch. at 40.21.
At seed=432, n=300, industry=EGY, sampling_method=garch. at 41.49.
At seed=433, n=300, industry=EGY, sampling_method=garch. at 42.75.
At seed=434, n=300, industry=EGY, sampling_method=garch. at 44.2.
At seed=435, n=300, industry=EGY, sampling_method=garch. at 45.53.
At seed=431, n=300, industry=EGY, sampling_method=garch_ar1. at 46.72.
At seed=432, n=300, industry=EGY, sampling_method=garch_ar1. at 48.01.
At seed=433, n=300, industry=EGY, sampling_method=garch_ar1. at 49.29.
At seed=434, n=300, industry=EGY, sampling_method=garch_ar1. at 50.51.
At seed=435, n=300, industry=EGY, sampling_method=garch_ar1. at 51.97.
At seed=431, n=300, industry=EGY, sampling_method=mvn_arch. at 53.32.
At seed=432, n=300, industry=EGY, sampling_method=mvn_arch. at 54.71.
At seed=433, n=300, industry=EGY, sampling_method=mvn_arch. at 55.98.
At seed=434, n=300, industry=EGY, sampling_method=mvn_arch. at 57.22.
At seed=435, n=300, industry=EGY, sampling_method=mvn_arch. at 58.52.
At seed=431, n=400, industry=EGY, sampling_method=ar1. at 59.75.
At seed=432, n=400, industry=EGY, sampling_method=ar1. at 61.48.
At seed=433, n=400, industry=EGY, sampling_method=ar1. at 63.13.
At seed=434, n=400, industry=EGY, sampling_method=ar1. at 64.9.
At seed=435, n=400, industry=EGY, sampling_method=ar1. at 66.6.
At seed=431, n=400, industry=EGY, sampling_method=garch. at 68.43.
At seed=432, n=400, industry=EGY, sampling_method=garch. at 70.06.
At seed=433, n=400, industry=EGY, sampling_method=garch. at 71.75.
At seed=434, n=400, industry=EGY, sampling_method=garch. at 73.39.
At seed=435, n=400, industry=EGY, sampling_method=garch. at 75.03.
At seed=431, n=400, industry=EGY, sampling_method=garch_ar1. at 76.77.
At seed=432, n=400, industry=EGY, sampling_method=garch_ar1. at 78.44.
At seed=433, n=400, industry=EGY, sampling_method=garch_ar1. at 80.06.
At seed=434, n=400, industry=EGY, sampling_method=garch_ar1. at 81.78.
At seed=435, n=400, industry=EGY, sampling_method=garch_ar1. at 83.49.
At seed=431, n=400, industry=EGY, sampling_method=mvn_arch. at 85.22.
At seed=432, n=400, industry=EGY, sampling_method=mvn_arch. at 86.9.
At seed=433, n=400, industry=EGY, sampling_method=mvn_arch. at 88.61.
At seed=434, n=400, industry=EGY, sampling_method=mvn_arch. at 90.27.
At seed=435, n=400, industry=EGY, sampling_method=mvn_arch. at 91.98.
At seed=431, n=500, industry=EGY, sampling_method=ar1. at 93.55.
At seed=432, n=500, industry=EGY, sampling_method=ar1. at 95.4.
At seed=433, n=500, industry=EGY, sampling_method=ar1. at 97.27.
At seed=434, n=500, industry=EGY, sampling_method=ar1. at 99.11.
At seed=435, n=500, industry=EGY, sampling_method=ar1. at 101.02.
At seed=431, n=500, industry=EGY, sampling_method=garch. at 102.92.
At seed=432, n=500, industry=EGY, sampling_method=garch. at 104.88.
At seed=433, n=500, industry=EGY, sampling_method=garch. at 106.79.
At seed=434, n=500, industry=EGY, sampling_method=garch. at 108.71.
At seed=435, n=500, industry=EGY, sampling_method=garch. at 110.64.
At seed=431, n=500, industry=EGY, sampling_method=garch_ar1. at 112.59.
At seed=432, n=500, industry=EGY, sampling_method=garch_ar1. at 114.57.
At seed=433, n=500, industry=EGY, sampling_method=garch_ar1. at 116.68.
At seed=434, n=500, industry=EGY, sampling_method=garch_ar1. at 118.7.
At seed=435, n=500, industry=EGY, sampling_method=garch_ar1. at 120.72.
At seed=431, n=500, industry=EGY, sampling_method=mvn_arch. at 122.7.
At seed=432, n=500, industry=EGY, sampling_method=mvn_arch. at 124.49.
At seed=433, n=500, industry=EGY, sampling_method=mvn_arch. at 126.49.
At seed=434, n=500, industry=EGY, sampling_method=mvn_arch. at 128.37.
At seed=435, n=500, industry=EGY, sampling_method=mvn_arch. at 130.44.
At seed=431, n=100, industry=FIN, sampling_method=ar1. at 132.32.
At seed=432, n=100, industry=FIN, sampling_method=ar1. at 135.04.
At seed=433, n=100, industry=FIN, sampling_method=ar1. at 137.87.
At seed=434, n=100, industry=FIN, sampling_method=ar1. at 140.56.
At seed=435, n=100, industry=FIN, sampling_method=ar1. at 143.21.
At seed=431, n=100, industry=FIN, sampling_method=garch. at 145.94.
At seed=432, n=100, industry=FIN, sampling_method=garch. at 148.73.
At seed=433, n=100, industry=FIN, sampling_method=garch. at 151.43.
At seed=434, n=100, industry=FIN, sampling_method=garch. at 154.09.
At seed=435, n=100, industry=FIN, sampling_method=garch. at 156.73.
At seed=431, n=100, industry=FIN, sampling_method=garch_ar1. at 159.5.
At seed=432, n=100, industry=FIN, sampling_method=garch_ar1. at 162.15.
At seed=433, n=100, industry=FIN, sampling_method=garch_ar1. at 164.78.
At seed=434, n=100, industry=FIN, sampling_method=garch_ar1. at 167.69.
At seed=435, n=100, industry=FIN, sampling_method=garch_ar1. at 170.45.
At seed=431, n=100, industry=FIN, sampling_method=mvn_arch. at 173.39.
At seed=432, n=100, industry=FIN, sampling_method=mvn_arch. at 176.18.
At seed=433, n=100, industry=FIN, sampling_method=mvn_arch. at 179.02.
At seed=434, n=100, industry=FIN, sampling_method=mvn_arch. at 181.81.
At seed=435, n=100, industry=FIN, sampling_method=mvn_arch. at 184.66.
At seed=431, n=200, industry=FIN, sampling_method=ar1. at 187.28.
At seed=432, n=200, industry=FIN, sampling_method=ar1. at 191.28.
At seed=433, n=200, industry=FIN, sampling_method=ar1. at 195.22.
At seed=434, n=200, industry=FIN, sampling_method=ar1. at 199.3.
At seed=435, n=200, industry=FIN, sampling_method=ar1. at 203.59.
At seed=431, n=200, industry=FIN, sampling_method=garch. at 207.69.
At seed=432, n=200, industry=FIN, sampling_method=garch. at 211.81.
At seed=433, n=200, industry=FIN, sampling_method=garch. at 215.93.
At seed=434, n=200, industry=FIN, sampling_method=garch. at 220.08.
At seed=435, n=200, industry=FIN, sampling_method=garch. at 224.18.
At seed=431, n=200, industry=FIN, sampling_method=garch_ar1. at 228.37.
At seed=432, n=200, industry=FIN, sampling_method=garch_ar1. at 232.39.
At seed=433, n=200, industry=FIN, sampling_method=garch_ar1. at 236.47.
