Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-48-40/
At seed=481, n=100, industry=EGY, sampling_method=ar1. at 0.07.
At seed=482, n=100, industry=EGY, sampling_method=ar1. at 0.34.
At seed=483, n=100, industry=EGY, sampling_method=ar1. at 0.62.
At seed=484, n=100, industry=EGY, sampling_method=ar1. at 0.85.
At seed=485, n=100, industry=EGY, sampling_method=ar1. at 1.09.
At seed=481, n=100, industry=EGY, sampling_method=garch. at 1.33.
At seed=482, n=100, industry=EGY, sampling_method=garch. at 1.56.
At seed=483, n=100, industry=EGY, sampling_method=garch. at 1.79.
At seed=484, n=100, industry=EGY, sampling_method=garch. at 2.01.
At seed=485, n=100, industry=EGY, sampling_method=garch. at 2.24.
At seed=481, n=100, industry=EGY, sampling_method=garch_ar1. at 2.47.
At seed=482, n=100, industry=EGY, sampling_method=garch_ar1. at 2.69.
At seed=483, n=100, industry=EGY, sampling_method=garch_ar1. at 2.92.
At seed=484, n=100, industry=EGY, sampling_method=garch_ar1. at 3.15.
At seed=485, n=100, industry=EGY, sampling_method=garch_ar1. at 3.37.
At seed=481, n=100, industry=EGY, sampling_method=mvn_arch. at 3.6.
At seed=482, n=100, industry=EGY, sampling_method=mvn_arch. at 3.83.
At seed=483, n=100, industry=EGY, sampling_method=mvn_arch. at 4.05.
At seed=484, n=100, industry=EGY, sampling_method=mvn_arch. at 4.27.
At seed=485, n=100, industry=EGY, sampling_method=mvn_arch. at 4.5.
At seed=481, n=200, industry=EGY, sampling_method=ar1. at 4.72.
At seed=482, n=200, industry=EGY, sampling_method=ar1. at 5.09.
At seed=483, n=200, industry=EGY, sampling_method=ar1. at 5.47.
At seed=484, n=200, industry=EGY, sampling_method=ar1. at 5.84.
At seed=485, n=200, industry=EGY, sampling_method=ar1. at 6.21.
At seed=481, n=200, industry=EGY, sampling_method=garch. at 6.58.
At seed=482, n=200, industry=EGY, sampling_method=garch. at 6.96.
At seed=483, n=200, industry=EGY, sampling_method=garch. at 7.34.
At seed=484, n=200, industry=EGY, sampling_method=garch. at 7.72.
At seed=485, n=200, industry=EGY, sampling_method=garch. at 8.1.
At seed=481, n=200, industry=EGY, sampling_method=garch_ar1. at 8.48.
At seed=482, n=200, industry=EGY, sampling_method=garch_ar1. at 8.86.
At seed=483, n=200, industry=EGY, sampling_method=garch_ar1. at 9.24.
At seed=484, n=200, industry=EGY, sampling_method=garch_ar1. at 9.62.
At seed=485, n=200, industry=EGY, sampling_method=garch_ar1. at 10.0.
At seed=481, n=200, industry=EGY, sampling_method=mvn_arch. at 10.38.
At seed=482, n=200, industry=EGY, sampling_method=mvn_arch. at 10.75.
