Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-48-06/
At seed=441, n=100, industry=EGY, sampling_method=ar1. at 0.28.
At seed=442, n=100, industry=EGY, sampling_method=ar1. at 1.2.
At seed=443, n=100, industry=EGY, sampling_method=ar1. at 1.85.
At seed=444, n=100, industry=EGY, sampling_method=ar1. at 2.58.
At seed=445, n=100, industry=EGY, sampling_method=ar1. at 3.22.
At seed=441, n=100, industry=EGY, sampling_method=garch. at 3.88.
At seed=442, n=100, industry=EGY, sampling_method=garch. at 4.75.
At seed=443, n=100, industry=EGY, sampling_method=garch. at 5.64.
At seed=444, n=100, industry=EGY, sampling_method=garch. at 6.32.
At seed=445, n=100, industry=EGY, sampling_method=garch. at 7.05.
At seed=441, n=100, industry=EGY, sampling_method=garch_ar1. at 7.76.
At seed=442, n=100, industry=EGY, sampling_method=garch_ar1. at 8.34.
At seed=443, n=100, industry=EGY, sampling_method=garch_ar1. at 9.0.
At seed=444, n=100, industry=EGY, sampling_method=garch_ar1. at 9.85.
At seed=445, n=100, industry=EGY, sampling_method=garch_ar1. at 10.6.
At seed=441, n=100, industry=EGY, sampling_method=mvn_arch. at 11.26.
At seed=442, n=100, industry=EGY, sampling_method=mvn_arch. at 11.88.
At seed=443, n=100, industry=EGY, sampling_method=mvn_arch. at 12.65.
At seed=444, n=100, industry=EGY, sampling_method=mvn_arch. at 13.26.
At seed=445, n=100, industry=EGY, sampling_method=mvn_arch. at 13.97.
At seed=441, n=200, industry=EGY, sampling_method=ar1. at 14.65.
At seed=442, n=200, industry=EGY, sampling_method=ar1. at 15.7.
At seed=443, n=200, industry=EGY, sampling_method=ar1. at 16.66.
At seed=444, n=200, industry=EGY, sampling_method=ar1. at 17.62.
At seed=445, n=200, industry=EGY, sampling_method=ar1. at 18.52.
At seed=441, n=200, industry=EGY, sampling_method=garch. at 19.62.
At seed=442, n=200, industry=EGY, sampling_method=garch. at 20.62.
At seed=443, n=200, industry=EGY, sampling_method=garch. at 21.52.
At seed=444, n=200, industry=EGY, sampling_method=garch. at 22.42.
At seed=445, n=200, industry=EGY, sampling_method=garch. at 23.39.
At seed=441, n=200, industry=EGY, sampling_method=garch_ar1. at 24.29.
At seed=442, n=200, industry=EGY, sampling_method=garch_ar1. at 25.12.
At seed=443, n=200, industry=EGY, sampling_method=garch_ar1. at 26.07.
At seed=444, n=200, industry=EGY, sampling_method=garch_ar1. at 26.93.
At seed=445, n=200, industry=EGY, sampling_method=garch_ar1. at 27.91.
At seed=441, n=200, industry=EGY, sampling_method=mvn_arch. at 28.92.
At seed=442, n=200, industry=EGY, sampling_method=mvn_arch. at 29.96.
At seed=443, n=200, industry=EGY, sampling_method=mvn_arch. at 30.96.
At seed=444, n=200, industry=EGY, sampling_method=mvn_arch. at 31.93.
At seed=445, n=200, industry=EGY, sampling_method=mvn_arch. at 32.89.
At seed=441, n=300, industry=EGY, sampling_method=ar1. at 33.86.
At seed=442, n=300, industry=EGY, sampling_method=ar1. at 35.12.
At seed=443, n=300, industry=EGY, sampling_method=ar1. at 36.38.
At seed=444, n=300, industry=EGY, sampling_method=ar1. at 37.56.
At seed=445, n=300, industry=EGY, sampling_method=ar1. at 38.86.
At seed=441, n=300, industry=EGY, sampling_method=garch. at 40.11.
At seed=442, n=300, industry=EGY, sampling_method=garch. at 41.41.
At seed=443, n=300, industry=EGY, sampling_method=garch. at 42.68.
At seed=444, n=300, industry=EGY, sampling_method=garch. at 43.91.
At seed=445, n=300, industry=EGY, sampling_method=garch. at 45.12.
At seed=441, n=300, industry=EGY, sampling_method=garch_ar1. at 46.36.
At seed=442, n=300, industry=EGY, sampling_method=garch_ar1. at 47.63.
At seed=443, n=300, industry=EGY, sampling_method=garch_ar1. at 48.83.
At seed=444, n=300, industry=EGY, sampling_method=garch_ar1. at 50.07.
At seed=445, n=300, industry=EGY, sampling_method=garch_ar1. at 51.54.
At seed=441, n=300, industry=EGY, sampling_method=mvn_arch. at 53.0.
At seed=442, n=300, industry=EGY, sampling_method=mvn_arch. at 54.44.
At seed=443, n=300, industry=EGY, sampling_method=mvn_arch. at 55.83.
At seed=444, n=300, industry=EGY, sampling_method=mvn_arch. at 57.15.
At seed=445, n=300, industry=EGY, sampling_method=mvn_arch. at 58.43.
At seed=441, n=400, industry=EGY, sampling_method=ar1. at 59.78.
At seed=442, n=400, industry=EGY, sampling_method=ar1. at 61.42.
At seed=443, n=400, industry=EGY, sampling_method=ar1. at 63.09.
At seed=444, n=400, industry=EGY, sampling_method=ar1. at 64.9.
At seed=445, n=400, industry=EGY, sampling_method=ar1. at 66.64.
At seed=441, n=400, industry=EGY, sampling_method=garch. at 68.44.
At seed=442, n=400, industry=EGY, sampling_method=garch. at 70.15.
At seed=443, n=400, industry=EGY, sampling_method=garch. at 72.16.
At seed=444, n=400, industry=EGY, sampling_method=garch. at 73.71.
At seed=445, n=400, industry=EGY, sampling_method=garch. at 75.29.
At seed=441, n=400, industry=EGY, sampling_method=garch_ar1. at 76.96.
At seed=442, n=400, industry=EGY, sampling_method=garch_ar1. at 78.56.
