Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-47-58/
At seed=461, n=100, industry=EGY, sampling_method=ar1. at 0.01.
At seed=462, n=100, industry=EGY, sampling_method=ar1. at 0.43.
At seed=463, n=100, industry=EGY, sampling_method=ar1. at 0.85.
At seed=464, n=100, industry=EGY, sampling_method=ar1. at 1.27.
At seed=465, n=100, industry=EGY, sampling_method=ar1. at 1.69.
At seed=461, n=100, industry=EGY, sampling_method=garch. at 2.1.
At seed=462, n=100, industry=EGY, sampling_method=garch. at 2.53.
At seed=463, n=100, industry=EGY, sampling_method=garch. at 2.95.
At seed=464, n=100, industry=EGY, sampling_method=garch. at 3.38.
At seed=465, n=100, industry=EGY, sampling_method=garch. at 3.8.
At seed=461, n=100, industry=EGY, sampling_method=garch_ar1. at 4.23.
At seed=462, n=100, industry=EGY, sampling_method=garch_ar1. at 4.65.
At seed=463, n=100, industry=EGY, sampling_method=garch_ar1. at 5.08.
At seed=464, n=100, industry=EGY, sampling_method=garch_ar1. at 5.5.
At seed=465, n=100, industry=EGY, sampling_method=garch_ar1. at 5.92.
At seed=461, n=100, industry=EGY, sampling_method=mvn_arch. at 6.35.
At seed=462, n=100, industry=EGY, sampling_method=mvn_arch. at 6.77.
At seed=463, n=100, industry=EGY, sampling_method=mvn_arch. at 7.19.
At seed=464, n=100, industry=EGY, sampling_method=mvn_arch. at 7.61.
At seed=465, n=100, industry=EGY, sampling_method=mvn_arch. at 8.03.
At seed=461, n=200, industry=EGY, sampling_method=ar1. at 8.45.
At seed=462, n=200, industry=EGY, sampling_method=ar1. at 9.18.
At seed=463, n=200, industry=EGY, sampling_method=ar1. at 9.91.
At seed=464, n=200, industry=EGY, sampling_method=ar1. at 10.65.
At seed=465, n=200, industry=EGY, sampling_method=ar1. at 11.38.
At seed=461, n=200, industry=EGY, sampling_method=garch. at 12.12.
At seed=462, n=200, industry=EGY, sampling_method=garch. at 12.87.
At seed=463, n=200, industry=EGY, sampling_method=garch. at 13.61.
At seed=464, n=200, industry=EGY, sampling_method=garch. at 14.35.
At seed=465, n=200, industry=EGY, sampling_method=garch. at 15.1.
At seed=461, n=200, industry=EGY, sampling_method=garch_ar1. at 15.85.
At seed=462, n=200, industry=EGY, sampling_method=garch_ar1. at 16.59.
At seed=463, n=200, industry=EGY, sampling_method=garch_ar1. at 17.33.
At seed=464, n=200, industry=EGY, sampling_method=garch_ar1. at 18.08.
At seed=465, n=200, industry=EGY, sampling_method=garch_ar1. at 18.82.
At seed=461, n=200, industry=EGY, sampling_method=mvn_arch. at 19.57.
At seed=462, n=200, industry=EGY, sampling_method=mvn_arch. at 20.31.
At seed=463, n=200, industry=EGY, sampling_method=mvn_arch. at 21.05.
At seed=464, n=200, industry=EGY, sampling_method=mvn_arch. at 21.79.
At seed=465, n=200, industry=EGY, sampling_method=mvn_arch. at 22.53.
At seed=461, n=300, industry=EGY, sampling_method=ar1. at 23.27.
At seed=462, n=300, industry=EGY, sampling_method=ar1. at 24.31.
At seed=463, n=300, industry=EGY, sampling_method=ar1. at 25.36.
At seed=464, n=300, industry=EGY, sampling_method=ar1. at 26.4.
At seed=465, n=300, industry=EGY, sampling_method=ar1. at 27.45.
At seed=461, n=300, industry=EGY, sampling_method=garch. at 28.49.
At seed=462, n=300, industry=EGY, sampling_method=garch. at 29.56.
At seed=463, n=300, industry=EGY, sampling_method=garch. at 30.61.
At seed=464, n=300, industry=EGY, sampling_method=garch. at 31.67.
At seed=465, n=300, industry=EGY, sampling_method=garch. at 32.74.
At seed=461, n=300, industry=EGY, sampling_method=garch_ar1. at 33.8.
At seed=462, n=300, industry=EGY, sampling_method=garch_ar1. at 34.86.
At seed=463, n=300, industry=EGY, sampling_method=garch_ar1. at 35.93.
At seed=464, n=300, industry=EGY, sampling_method=garch_ar1. at 36.99.
At seed=465, n=300, industry=EGY, sampling_method=garch_ar1. at 38.06.
At seed=461, n=300, industry=EGY, sampling_method=mvn_arch. at 39.12.
At seed=462, n=300, industry=EGY, sampling_method=mvn_arch. at 40.16.
At seed=463, n=300, industry=EGY, sampling_method=mvn_arch. at 41.21.
