Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-42-10/
At seed=21, n=100, industry=EGY, sampling_method=ar1. at 0.03.
At seed=22, n=100, industry=EGY, sampling_method=ar1. at 0.58.
At seed=23, n=100, industry=EGY, sampling_method=ar1. at 1.04.
At seed=24, n=100, industry=EGY, sampling_method=ar1. at 1.46.
At seed=25, n=100, industry=EGY, sampling_method=ar1. at 1.86.
At seed=21, n=100, industry=EGY, sampling_method=garch. at 2.25.
At seed=22, n=100, industry=EGY, sampling_method=garch. at 2.66.
At seed=23, n=100, industry=EGY, sampling_method=garch. at 3.07.
At seed=24, n=100, industry=EGY, sampling_method=garch. at 3.48.
At seed=25, n=100, industry=EGY, sampling_method=garch. at 3.89.
At seed=21, n=100, industry=EGY, sampling_method=garch_ar1. at 4.3.
At seed=22, n=100, industry=EGY, sampling_method=garch_ar1. at 4.73.
At seed=23, n=100, industry=EGY, sampling_method=garch_ar1. at 5.17.
At seed=24, n=100, industry=EGY, sampling_method=garch_ar1. at 5.61.
At seed=25, n=100, industry=EGY, sampling_method=garch_ar1. at 6.07.
At seed=21, n=100, industry=EGY, sampling_method=mvn_arch. at 6.51.
At seed=22, n=100, industry=EGY, sampling_method=mvn_arch. at 6.95.
At seed=23, n=100, industry=EGY, sampling_method=mvn_arch. at 7.39.
At seed=24, n=100, industry=EGY, sampling_method=mvn_arch. at 7.82.
At seed=25, n=100, industry=EGY, sampling_method=mvn_arch. at 8.25.
At seed=21, n=200, industry=EGY, sampling_method=ar1. at 8.69.
At seed=22, n=200, industry=EGY, sampling_method=ar1. at 9.42.
At seed=23, n=200, industry=EGY, sampling_method=ar1. at 10.14.
At seed=24, n=200, industry=EGY, sampling_method=ar1. at 10.86.
At seed=25, n=200, industry=EGY, sampling_method=ar1. at 11.6.
At seed=21, n=200, industry=EGY, sampling_method=garch. at 12.32.
At seed=22, n=200, industry=EGY, sampling_method=garch. at 13.06.
At seed=23, n=200, industry=EGY, sampling_method=garch. at 13.79.
At seed=24, n=200, industry=EGY, sampling_method=garch. at 14.52.
At seed=25, n=200, industry=EGY, sampling_method=garch. at 15.25.
At seed=21, n=200, industry=EGY, sampling_method=garch_ar1. at 15.98.
At seed=22, n=200, industry=EGY, sampling_method=garch_ar1. at 16.71.
At seed=23, n=200, industry=EGY, sampling_method=garch_ar1. at 17.45.
At seed=24, n=200, industry=EGY, sampling_method=garch_ar1. at 18.18.
At seed=25, n=200, industry=EGY, sampling_method=garch_ar1. at 18.94.
At seed=21, n=200, industry=EGY, sampling_method=mvn_arch. at 19.67.
At seed=22, n=200, industry=EGY, sampling_method=mvn_arch. at 20.38.
At seed=23, n=200, industry=EGY, sampling_method=mvn_arch. at 21.12.
At seed=24, n=200, industry=EGY, sampling_method=mvn_arch. at 21.86.
At seed=25, n=200, industry=EGY, sampling_method=mvn_arch. at 22.58.
At seed=21, n=300, industry=EGY, sampling_method=ar1. at 23.31.
At seed=22, n=300, industry=EGY, sampling_method=ar1. at 24.32.
At seed=23, n=300, industry=EGY, sampling_method=ar1. at 25.35.
At seed=24, n=300, industry=EGY, sampling_method=ar1. at 26.37.
At seed=25, n=300, industry=EGY, sampling_method=ar1. at 27.39.
At seed=21, n=300, industry=EGY, sampling_method=garch. at 28.41.
At seed=22, n=300, industry=EGY, sampling_method=garch. at 29.45.
At seed=23, n=300, industry=EGY, sampling_method=garch. at 30.49.
At seed=24, n=300, industry=EGY, sampling_method=garch. at 31.57.
At seed=25, n=300, industry=EGY, sampling_method=garch. at 32.6.
At seed=21, n=300, industry=EGY, sampling_method=garch_ar1. at 33.65.
At seed=22, n=300, industry=EGY, sampling_method=garch_ar1. at 34.7.
At seed=23, n=300, industry=EGY, sampling_method=garch_ar1. at 35.74.
At seed=24, n=300, industry=EGY, sampling_method=garch_ar1. at 36.78.
At seed=25, n=300, industry=EGY, sampling_method=garch_ar1. at 37.82.
At seed=21, n=300, industry=EGY, sampling_method=mvn_arch. at 38.88.
At seed=22, n=300, industry=EGY, sampling_method=mvn_arch. at 39.91.
At seed=23, n=300, industry=EGY, sampling_method=mvn_arch. at 40.95.
At seed=24, n=300, industry=EGY, sampling_method=mvn_arch. at 41.99.
At seed=25, n=300, industry=EGY, sampling_method=mvn_arch. at 43.02.
At seed=21, n=400, industry=EGY, sampling_method=ar1. at 44.06.
At seed=22, n=400, industry=EGY, sampling_method=ar1. at 45.38.
At seed=23, n=400, industry=EGY, sampling_method=ar1. at 46.7.
At seed=24, n=400, industry=EGY, sampling_method=ar1. at 48.03.
At seed=25, n=400, industry=EGY, sampling_method=ar1. at 49.35.
At seed=21, n=400, industry=EGY, sampling_method=garch. at 50.7.
At seed=22, n=400, industry=EGY, sampling_method=garch. at 52.04.
At seed=23, n=400, industry=EGY, sampling_method=garch. at 53.39.
At seed=24, n=400, industry=EGY, sampling_method=garch. at 54.73.
At seed=25, n=400, industry=EGY, sampling_method=garch. at 56.08.
At seed=21, n=400, industry=EGY, sampling_method=garch_ar1. at 57.42.
At seed=22, n=400, industry=EGY, sampling_method=garch_ar1. at 58.77.
At seed=23, n=400, industry=EGY, sampling_method=garch_ar1. at 60.12.
