Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/23-47-58/
At seed=2021, n=300, industry=EGY, sampling_method=ar1. at 0.02.
At seed=2022, n=300, industry=EGY, sampling_method=ar1. at 1.12.
At seed=2023, n=300, industry=EGY, sampling_method=ar1. at 2.15.
At seed=2024, n=300, industry=EGY, sampling_method=ar1. at 3.17.
At seed=2025, n=300, industry=EGY, sampling_method=ar1. at 4.19.
At seed=2026, n=300, industry=EGY, sampling_method=ar1. at 5.21.
At seed=2027, n=300, industry=EGY, sampling_method=ar1. at 6.22.
At seed=2028, n=300, industry=EGY, sampling_method=ar1. at 7.23.
At seed=2029, n=300, industry=EGY, sampling_method=ar1. at 8.24.
At seed=2030, n=300, industry=EGY, sampling_method=ar1. at 9.26.
At seed=2031, n=300, industry=EGY, sampling_method=ar1. at 10.27.
At seed=2032, n=300, industry=EGY, sampling_method=ar1. at 11.28.
At seed=2033, n=300, industry=EGY, sampling_method=ar1. at 12.29.
At seed=2034, n=300, industry=EGY, sampling_method=ar1. at 13.31.
At seed=2035, n=300, industry=EGY, sampling_method=ar1. at 14.33.
At seed=2036, n=300, industry=EGY, sampling_method=ar1. at 15.35.
At seed=2037, n=300, industry=EGY, sampling_method=ar1. at 16.36.
At seed=2038, n=300, industry=EGY, sampling_method=ar1. at 17.37.
At seed=2039, n=300, industry=EGY, sampling_method=ar1. at 18.39.
At seed=2040, n=300, industry=EGY, sampling_method=ar1. at 19.4.
At seed=2021, n=300, industry=EGY, sampling_method=garch. at 20.42.
At seed=2022, n=300, industry=EGY, sampling_method=garch. at 21.45.
At seed=2023, n=300, industry=EGY, sampling_method=garch. at 22.47.
At seed=2024, n=300, industry=EGY, sampling_method=garch. at 23.5.
At seed=2025, n=300, industry=EGY, sampling_method=garch. at 24.53.
At seed=2026, n=300, industry=EGY, sampling_method=garch. at 25.57.
At seed=2027, n=300, industry=EGY, sampling_method=garch. at 26.6.
At seed=2028, n=300, industry=EGY, sampling_method=garch. at 27.63.
At seed=2029, n=300, industry=EGY, sampling_method=garch. at 28.65.
At seed=2030, n=300, industry=EGY, sampling_method=garch. at 29.7.
At seed=2031, n=300, industry=EGY, sampling_method=garch. at 30.74.
At seed=2032, n=300, industry=EGY, sampling_method=garch. at 31.77.
At seed=2033, n=300, industry=EGY, sampling_method=garch. at 32.8.
At seed=2034, n=300, industry=EGY, sampling_method=garch. at 33.82.
At seed=2035, n=300, industry=EGY, sampling_method=garch. at 34.85.
At seed=2036, n=300, industry=EGY, sampling_method=garch. at 35.88.
At seed=2037, n=300, industry=EGY, sampling_method=garch. at 36.91.
At seed=2038, n=300, industry=EGY, sampling_method=garch. at 37.95.
At seed=2039, n=300, industry=EGY, sampling_method=garch. at 38.99.
At seed=2040, n=300, industry=EGY, sampling_method=garch. at 40.02.
At seed=2021, n=300, industry=EGY, sampling_method=garch_ar1. at 41.05.
At seed=2022, n=300, industry=EGY, sampling_method=garch_ar1. at 42.08.
At seed=2023, n=300, industry=EGY, sampling_method=garch_ar1. at 43.11.
At seed=2024, n=300, industry=EGY, sampling_method=garch_ar1. at 44.14.
At seed=2025, n=300, industry=EGY, sampling_method=garch_ar1. at 45.18.
At seed=2026, n=300, industry=EGY, sampling_method=garch_ar1. at 46.21.
At seed=2027, n=300, industry=EGY, sampling_method=garch_ar1. at 47.23.
At seed=2028, n=300, industry=EGY, sampling_method=garch_ar1. at 48.24.
At seed=2029, n=300, industry=EGY, sampling_method=garch_ar1. at 49.26.
At seed=2030, n=300, industry=EGY, sampling_method=garch_ar1. at 50.31.
At seed=2031, n=300, industry=EGY, sampling_method=garch_ar1. at 51.33.
At seed=2032, n=300, industry=EGY, sampling_method=garch_ar1. at 52.37.
At seed=2033, n=300, industry=EGY, sampling_method=garch_ar1. at 53.56.
At seed=2034, n=300, industry=EGY, sampling_method=garch_ar1. at 54.57.
At seed=2035, n=300, industry=EGY, sampling_method=garch_ar1. at 55.6.
At seed=2036, n=300, industry=EGY, sampling_method=garch_ar1. at 56.63.
At seed=2037, n=300, industry=EGY, sampling_method=garch_ar1. at 57.65.
At seed=2038, n=300, industry=EGY, sampling_method=garch_ar1. at 58.68.
At seed=2039, n=300, industry=EGY, sampling_method=garch_ar1. at 59.7.
At seed=2040, n=300, industry=EGY, sampling_method=garch_ar1. at 60.83.
At seed=2021, n=300, industry=EGY, sampling_method=mvn_arch. at 61.86.
At seed=2022, n=300, industry=EGY, sampling_method=mvn_arch. at 62.87.
At seed=2023, n=300, industry=EGY, sampling_method=mvn_arch. at 63.91.
At seed=2024, n=300, industry=EGY, sampling_method=mvn_arch. at 64.92.
At seed=2025, n=300, industry=EGY, sampling_method=mvn_arch. at 66.03.
At seed=2026, n=300, industry=EGY, sampling_method=mvn_arch. at 67.39.
At seed=2027, n=300, industry=EGY, sampling_method=mvn_arch. at 68.5.
At seed=2028, n=300, industry=EGY, sampling_method=mvn_arch. at 69.56.
At seed=2029, n=300, industry=EGY, sampling_method=mvn_arch. at 70.83.
At seed=2030, n=300, industry=EGY, sampling_method=mvn_arch. at 71.86.
At seed=2031, n=300, industry=EGY, sampling_method=mvn_arch. at 72.98.
At seed=2032, n=300, industry=EGY, sampling_method=mvn_arch. at 74.16.
At seed=2033, n=300, industry=EGY, sampling_method=mvn_arch. at 75.34.
At seed=2034, n=300, industry=EGY, sampling_method=mvn_arch. at 76.82.
At seed=2035, n=300, industry=EGY, sampling_method=mvn_arch. at 85.78.
At seed=2036, n=300, industry=EGY, sampling_method=mvn_arch. at 86.86.
At seed=2037, n=300, industry=EGY, sampling_method=mvn_arch. at 88.09.
At seed=2038, n=300, industry=EGY, sampling_method=mvn_arch. at 89.32.
At seed=2039, n=300, industry=EGY, sampling_method=mvn_arch. at 90.43.
At seed=2040, n=300, industry=EGY, sampling_method=mvn_arch. at 91.52.
At seed=2021, n=300, industry=FIN, sampling_method=ar1. at 92.61.
At seed=2022, n=300, industry=FIN, sampling_method=ar1. at 97.52.
At seed=2023, n=300, industry=FIN, sampling_method=ar1. at 102.01.
At seed=2024, n=300, industry=FIN, sampling_method=ar1. at 106.27.
At seed=2025, n=300, industry=FIN, sampling_method=ar1. at 110.91.
At seed=2026, n=300, industry=FIN, sampling_method=ar1. at 115.18.
At seed=2027, n=300, industry=FIN, sampling_method=ar1. at 119.64.
At seed=2028, n=300, industry=FIN, sampling_method=ar1. at 123.84.
At seed=2029, n=300, industry=FIN, sampling_method=ar1. at 128.03.
At seed=2030, n=300, industry=FIN, sampling_method=ar1. at 132.64.
At seed=2031, n=300, industry=FIN, sampling_method=ar1. at 136.83.
At seed=2032, n=300, industry=FIN, sampling_method=ar1. at 141.24.
At seed=2033, n=300, industry=FIN, sampling_method=ar1. at 145.61.
At seed=2034, n=300, industry=FIN, sampling_method=ar1. at 149.97.
At seed=2035, n=300, industry=FIN, sampling_method=ar1. at 154.22.
At seed=2036, n=300, industry=FIN, sampling_method=ar1. at 158.88.
At seed=2037, n=300, industry=FIN, sampling_method=ar1. at 163.38.
At seed=2038, n=300, industry=FIN, sampling_method=ar1. at 167.6.
At seed=2039, n=300, industry=FIN, sampling_method=ar1. at 172.41.
At seed=2040, n=300, industry=FIN, sampling_method=ar1. at 176.73.
At seed=2021, n=300, industry=FIN, sampling_method=garch. at 180.92.
At seed=2022, n=300, industry=FIN, sampling_method=garch. at 185.26.
At seed=2023, n=300, industry=FIN, sampling_method=garch. at 189.67.
At seed=2024, n=300, industry=FIN, sampling_method=garch. at 194.26.
At seed=2025, n=300, industry=FIN, sampling_method=garch. at 199.96.
At seed=2026, n=300, industry=FIN, sampling_method=garch. at 204.36.
At seed=2027, n=300, industry=FIN, sampling_method=garch. at 209.06.
At seed=2028, n=300, industry=FIN, sampling_method=garch. at 214.54.
At seed=2029, n=300, industry=FIN, sampling_method=garch. at 218.96.
At seed=2030, n=300, industry=FIN, sampling_method=garch. at 223.91.
At seed=2031, n=300, industry=FIN, sampling_method=garch. at 228.14.
At seed=2032, n=300, industry=FIN, sampling_method=garch. at 232.48.
At seed=2033, n=300, industry=FIN, sampling_method=garch. at 236.73.
At seed=2034, n=300, industry=FIN, sampling_method=garch. at 241.08.
At seed=2035, n=300, industry=FIN, sampling_method=garch. at 245.41.
At seed=2036, n=300, industry=FIN, sampling_method=garch. at 251.51.
At seed=2037, n=300, industry=FIN, sampling_method=garch. at 255.81.
At seed=2038, n=300, industry=FIN, sampling_method=garch. at 260.13.
At seed=2039, n=300, industry=FIN, sampling_method=garch. at 264.53.
At seed=2040, n=300, industry=FIN, sampling_method=garch. at 269.25.
At seed=2021, n=300, industry=FIN, sampling_method=garch_ar1. at 274.99.
At seed=2022, n=300, industry=FIN, sampling_method=garch_ar1. at 280.66.
At seed=2023, n=300, industry=FIN, sampling_method=garch_ar1. at 286.65.
