Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-48-07/
At seed=426, n=100, industry=EGY, sampling_method=ar1. at 0.93.
At seed=427, n=100, industry=EGY, sampling_method=ar1. at 1.59.
At seed=428, n=100, industry=EGY, sampling_method=ar1. at 2.16.
At seed=429, n=100, industry=EGY, sampling_method=ar1. at 2.86.
At seed=430, n=100, industry=EGY, sampling_method=ar1. at 3.47.
At seed=426, n=100, industry=EGY, sampling_method=garch. at 4.2.
At seed=427, n=100, industry=EGY, sampling_method=garch. at 4.91.
At seed=428, n=100, industry=EGY, sampling_method=garch. at 5.66.
At seed=429, n=100, industry=EGY, sampling_method=garch. at 6.35.
At seed=430, n=100, industry=EGY, sampling_method=garch. at 7.09.
At seed=426, n=100, industry=EGY, sampling_method=garch_ar1. at 7.72.
At seed=427, n=100, industry=EGY, sampling_method=garch_ar1. at 8.57.
At seed=428, n=100, industry=EGY, sampling_method=garch_ar1. at 9.29.
At seed=429, n=100, industry=EGY, sampling_method=garch_ar1. at 9.95.
At seed=430, n=100, industry=EGY, sampling_method=garch_ar1. at 10.52.
At seed=426, n=100, industry=EGY, sampling_method=mvn_arch. at 11.18.
At seed=427, n=100, industry=EGY, sampling_method=mvn_arch. at 11.84.
At seed=428, n=100, industry=EGY, sampling_method=mvn_arch. at 12.69.
At seed=429, n=100, industry=EGY, sampling_method=mvn_arch. at 13.39.
At seed=430, n=100, industry=EGY, sampling_method=mvn_arch. at 14.04.
At seed=426, n=200, industry=EGY, sampling_method=ar1. at 14.57.
At seed=427, n=200, industry=EGY, sampling_method=ar1. at 15.53.
At seed=428, n=200, industry=EGY, sampling_method=ar1. at 16.55.
At seed=429, n=200, industry=EGY, sampling_method=ar1. at 17.44.
At seed=430, n=200, industry=EGY, sampling_method=ar1. at 18.31.
At seed=426, n=200, industry=EGY, sampling_method=garch. at 19.2.
At seed=427, n=200, industry=EGY, sampling_method=garch. at 20.04.
At seed=428, n=200, industry=EGY, sampling_method=garch. at 20.94.
At seed=429, n=200, industry=EGY, sampling_method=garch. at 21.9.
At seed=430, n=200, industry=EGY, sampling_method=garch. at 22.85.
At seed=426, n=200, industry=EGY, sampling_method=garch_ar1. at 23.79.
At seed=427, n=200, industry=EGY, sampling_method=garch_ar1. at 24.79.
At seed=428, n=200, industry=EGY, sampling_method=garch_ar1. at 25.66.
At seed=429, n=200, industry=EGY, sampling_method=garch_ar1. at 26.61.
At seed=430, n=200, industry=EGY, sampling_method=garch_ar1. at 27.58.
At seed=426, n=200, industry=EGY, sampling_method=mvn_arch. at 28.72.
At seed=427, n=200, industry=EGY, sampling_method=mvn_arch. at 29.83.
At seed=428, n=200, industry=EGY, sampling_method=mvn_arch. at 30.9.
At seed=429, n=200, industry=EGY, sampling_method=mvn_arch. at 31.81.
At seed=430, n=200, industry=EGY, sampling_method=mvn_arch. at 32.75.
At seed=426, n=300, industry=EGY, sampling_method=ar1. at 33.67.
At seed=427, n=300, industry=EGY, sampling_method=ar1. at 35.09.
At seed=428, n=300, industry=EGY, sampling_method=ar1. at 36.35.
At seed=429, n=300, industry=EGY, sampling_method=ar1. at 37.62.
At seed=430, n=300, industry=EGY, sampling_method=ar1. at 38.83.
At seed=426, n=300, industry=EGY, sampling_method=garch. at 40.18.
At seed=427, n=300, industry=EGY, sampling_method=garch. at 41.47.
At seed=428, n=300, industry=EGY, sampling_method=garch. at 42.69.
At seed=429, n=300, industry=EGY, sampling_method=garch. at 44.01.
At seed=430, n=300, industry=EGY, sampling_method=garch. at 45.35.
At seed=426, n=300, industry=EGY, sampling_method=garch_ar1. at 46.65.
At seed=427, n=300, industry=EGY, sampling_method=garch_ar1. at 47.81.
At seed=428, n=300, industry=EGY, sampling_method=garch_ar1. at 49.07.
At seed=429, n=300, industry=EGY, sampling_method=garch_ar1. at 50.23.
At seed=430, n=300, industry=EGY, sampling_method=garch_ar1. at 51.83.
At seed=426, n=300, industry=EGY, sampling_method=mvn_arch. at 53.13.
At seed=427, n=300, industry=EGY, sampling_method=mvn_arch. at 54.53.
At seed=428, n=300, industry=EGY, sampling_method=mvn_arch. at 55.91.
At seed=429, n=300, industry=EGY, sampling_method=mvn_arch. at 57.19.
At seed=430, n=300, industry=EGY, sampling_method=mvn_arch. at 58.49.
At seed=426, n=400, industry=EGY, sampling_method=ar1. at 59.7.
At seed=427, n=400, industry=EGY, sampling_method=ar1. at 61.61.
At seed=428, n=400, industry=EGY, sampling_method=ar1. at 63.23.
At seed=429, n=400, industry=EGY, sampling_method=ar1. at 64.89.
At seed=430, n=400, industry=EGY, sampling_method=ar1. at 66.58.
At seed=426, n=400, industry=EGY, sampling_method=garch. at 68.31.
At seed=427, n=400, industry=EGY, sampling_method=garch. at 69.98.
At seed=428, n=400, industry=EGY, sampling_method=garch. at 71.61.
At seed=429, n=400, industry=EGY, sampling_method=garch. at 73.29.
At seed=430, n=400, industry=EGY, sampling_method=garch. at 75.01.
At seed=426, n=400, industry=EGY, sampling_method=garch_ar1. at 76.66.
At seed=427, n=400, industry=EGY, sampling_method=garch_ar1. at 78.33.
At seed=428, n=400, industry=EGY, sampling_method=garch_ar1. at 79.97.
At seed=429, n=400, industry=EGY, sampling_method=garch_ar1. at 81.72.
At seed=430, n=400, industry=EGY, sampling_method=garch_ar1. at 83.41.
At seed=426, n=400, industry=EGY, sampling_method=mvn_arch. at 84.99.
At seed=427, n=400, industry=EGY, sampling_method=mvn_arch. at 86.8.
At seed=428, n=400, industry=EGY, sampling_method=mvn_arch. at 88.53.
At seed=429, n=400, industry=EGY, sampling_method=mvn_arch. at 90.1.
At seed=430, n=400, industry=EGY, sampling_method=mvn_arch. at 91.81.
At seed=426, n=500, industry=EGY, sampling_method=ar1. at 93.54.
At seed=427, n=500, industry=EGY, sampling_method=ar1. at 95.38.
At seed=428, n=500, industry=EGY, sampling_method=ar1. at 97.23.
At seed=429, n=500, industry=EGY, sampling_method=ar1. at 99.09.
At seed=430, n=500, industry=EGY, sampling_method=ar1. at 101.03.
At seed=426, n=500, industry=EGY, sampling_method=garch. at 102.93.
At seed=427, n=500, industry=EGY, sampling_method=garch. at 104.89.
At seed=428, n=500, industry=EGY, sampling_method=garch. at 106.77.
At seed=429, n=500, industry=EGY, sampling_method=garch. at 108.73.
