Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-44-48/
At seed=176, n=100, industry=EGY, sampling_method=ar1. at 0.11.
At seed=177, n=100, industry=EGY, sampling_method=ar1. at 0.42.
At seed=178, n=100, industry=EGY, sampling_method=ar1. at 0.73.
At seed=179, n=100, industry=EGY, sampling_method=ar1. at 1.04.
At seed=180, n=100, industry=EGY, sampling_method=ar1. at 1.34.
At seed=176, n=100, industry=EGY, sampling_method=garch. at 1.65.
At seed=177, n=100, industry=EGY, sampling_method=garch. at 1.95.
At seed=178, n=100, industry=EGY, sampling_method=garch. at 2.26.
At seed=179, n=100, industry=EGY, sampling_method=garch. at 2.58.
At seed=180, n=100, industry=EGY, sampling_method=garch. at 2.89.
At seed=176, n=100, industry=EGY, sampling_method=garch_ar1. at 3.21.
At seed=177, n=100, industry=EGY, sampling_method=garch_ar1. at 3.54.
At seed=178, n=100, industry=EGY, sampling_method=garch_ar1. at 3.87.
At seed=179, n=100, industry=EGY, sampling_method=garch_ar1. at 4.2.
At seed=180, n=100, industry=EGY, sampling_method=garch_ar1. at 4.55.
At seed=176, n=100, industry=EGY, sampling_method=mvn_arch. at 4.91.
At seed=177, n=100, industry=EGY, sampling_method=mvn_arch. at 5.33.
At seed=178, n=100, industry=EGY, sampling_method=mvn_arch. at 5.8.
At seed=179, n=100, industry=EGY, sampling_method=mvn_arch. at 6.21.
At seed=180, n=100, industry=EGY, sampling_method=mvn_arch. at 6.66.
At seed=176, n=200, industry=EGY, sampling_method=ar1. at 7.12.
At seed=177, n=200, industry=EGY, sampling_method=ar1. at 7.86.
At seed=178, n=200, industry=EGY, sampling_method=ar1. at 9.2.
At seed=179, n=200, industry=EGY, sampling_method=ar1. at 22.29.
At seed=180, n=200, industry=EGY, sampling_method=ar1. at 22.97.
At seed=176, n=200, industry=EGY, sampling_method=garch. at 23.65.
At seed=177, n=200, industry=EGY, sampling_method=garch. at 24.33.
At seed=178, n=200, industry=EGY, sampling_method=garch. at 25.0.
At seed=179, n=200, industry=EGY, sampling_method=garch. at 25.67.
At seed=180, n=200, industry=EGY, sampling_method=garch. at 26.33.
At seed=176, n=200, industry=EGY, sampling_method=garch_ar1. at 27.01.
At seed=177, n=200, industry=EGY, sampling_method=garch_ar1. at 27.7.
At seed=178, n=200, industry=EGY, sampling_method=garch_ar1. at 28.38.
At seed=179, n=200, industry=EGY, sampling_method=garch_ar1. at 29.07.
At seed=180, n=200, industry=EGY, sampling_method=garch_ar1. at 29.74.
At seed=176, n=200, industry=EGY, sampling_method=mvn_arch. at 30.4.
At seed=177, n=200, industry=EGY, sampling_method=mvn_arch. at 31.06.
At seed=178, n=200, industry=EGY, sampling_method=mvn_arch. at 31.72.
At seed=179, n=200, industry=EGY, sampling_method=mvn_arch. at 32.38.
At seed=180, n=200, industry=EGY, sampling_method=mvn_arch. at 33.04.
At seed=176, n=300, industry=EGY, sampling_method=ar1. at 33.71.
At seed=177, n=300, industry=EGY, sampling_method=ar1. at 34.65.
At seed=178, n=300, industry=EGY, sampling_method=ar1. at 35.58.
At seed=179, n=300, industry=EGY, sampling_method=ar1. at 36.53.
At seed=180, n=300, industry=EGY, sampling_method=ar1. at 37.46.
At seed=176, n=300, industry=EGY, sampling_method=garch. at 38.4.
At seed=177, n=300, industry=EGY, sampling_method=garch. at 39.36.
At seed=178, n=300, industry=EGY, sampling_method=garch. at 40.34.
At seed=179, n=300, industry=EGY, sampling_method=garch. at 41.31.
At seed=180, n=300, industry=EGY, sampling_method=garch. at 42.29.
At seed=176, n=300, industry=EGY, sampling_method=garch_ar1. at 43.27.
At seed=177, n=300, industry=EGY, sampling_method=garch_ar1. at 44.22.
At seed=178, n=300, industry=EGY, sampling_method=garch_ar1. at 45.17.
At seed=179, n=300, industry=EGY, sampling_method=garch_ar1. at 46.12.
At seed=180, n=300, industry=EGY, sampling_method=garch_ar1. at 47.08.
At seed=176, n=300, industry=EGY, sampling_method=mvn_arch. at 48.04.
At seed=177, n=300, industry=EGY, sampling_method=mvn_arch. at 48.98.
At seed=178, n=300, industry=EGY, sampling_method=mvn_arch. at 49.9.
At seed=179, n=300, industry=EGY, sampling_method=mvn_arch. at 50.82.
At seed=180, n=300, industry=EGY, sampling_method=mvn_arch. at 51.73.
At seed=176, n=400, industry=EGY, sampling_method=ar1. at 52.65.
At seed=177, n=400, industry=EGY, sampling_method=ar1. at 53.93.
At seed=178, n=400, industry=EGY, sampling_method=ar1. at 55.21.
At seed=179, n=400, industry=EGY, sampling_method=ar1. at 56.46.
At seed=180, n=400, industry=EGY, sampling_method=ar1. at 57.71.
At seed=176, n=400, industry=EGY, sampling_method=garch. at 58.96.
At seed=177, n=400, industry=EGY, sampling_method=garch. at 60.27.
At seed=178, n=400, industry=EGY, sampling_method=garch. at 61.59.
At seed=179, n=400, industry=EGY, sampling_method=garch. at 62.87.
At seed=180, n=400, industry=EGY, sampling_method=garch. at 64.13.
At seed=176, n=400, industry=EGY, sampling_method=garch_ar1. at 65.39.
At seed=177, n=400, industry=EGY, sampling_method=garch_ar1. at 66.62.
At seed=178, n=400, industry=EGY, sampling_method=garch_ar1. at 67.85.
At seed=179, n=400, industry=EGY, sampling_method=garch_ar1. at 69.08.
At seed=180, n=400, industry=EGY, sampling_method=garch_ar1. at 70.28.
At seed=176, n=400, industry=EGY, sampling_method=mvn_arch. at 71.51.
At seed=177, n=400, industry=EGY, sampling_method=mvn_arch. at 72.69.
At seed=178, n=400, industry=EGY, sampling_method=mvn_arch. at 73.88.
At seed=179, n=400, industry=EGY, sampling_method=mvn_arch. at 75.05.
At seed=180, n=400, industry=EGY, sampling_method=mvn_arch. at 76.22.
At seed=176, n=500, industry=EGY, sampling_method=ar1. at 77.39.
At seed=177, n=500, industry=EGY, sampling_method=ar1. at 78.7.
At seed=178, n=500, industry=EGY, sampling_method=ar1. at 80.0.
At seed=179, n=500, industry=EGY, sampling_method=ar1. at 81.31.
At seed=180, n=500, industry=EGY, sampling_method=ar1. at 82.61.
At seed=176, n=500, industry=EGY, sampling_method=garch. at 83.95.
