Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-48-07/
At seed=451, n=100, industry=EGY, sampling_method=ar1. at 0.94.
At seed=452, n=100, industry=EGY, sampling_method=ar1. at 240.72.
At seed=453, n=100, industry=EGY, sampling_method=ar1. at 241.63.
At seed=454, n=100, industry=EGY, sampling_method=ar1. at 242.38.
At seed=455, n=100, industry=EGY, sampling_method=ar1. at 243.24.
At seed=451, n=100, industry=EGY, sampling_method=garch. at 243.97.
At seed=452, n=100, industry=EGY, sampling_method=garch. at 244.62.
At seed=453, n=100, industry=EGY, sampling_method=garch. at 245.41.
At seed=454, n=100, industry=EGY, sampling_method=garch. at 246.12.
At seed=455, n=100, industry=EGY, sampling_method=garch. at 246.94.
At seed=451, n=100, industry=EGY, sampling_method=garch_ar1. at 247.64.
At seed=452, n=100, industry=EGY, sampling_method=garch_ar1. at 248.34.
At seed=453, n=100, industry=EGY, sampling_method=garch_ar1. at 249.15.
At seed=454, n=100, industry=EGY, sampling_method=garch_ar1. at 249.88.
At seed=455, n=100, industry=EGY, sampling_method=garch_ar1. at 250.54.
At seed=451, n=100, industry=EGY, sampling_method=mvn_arch. at 251.19.
At seed=452, n=100, industry=EGY, sampling_method=mvn_arch. at 252.02.
At seed=453, n=100, industry=EGY, sampling_method=mvn_arch. at 252.76.
At seed=454, n=100, industry=EGY, sampling_method=mvn_arch. at 253.52.
At seed=455, n=100, industry=EGY, sampling_method=mvn_arch. at 254.15.
At seed=451, n=200, industry=EGY, sampling_method=ar1. at 254.88.
At seed=452, n=200, industry=EGY, sampling_method=ar1. at 255.85.
At seed=453, n=200, industry=EGY, sampling_method=ar1. at 256.81.
At seed=454, n=200, industry=EGY, sampling_method=ar1. at 257.75.
At seed=455, n=200, industry=EGY, sampling_method=ar1. at 258.78.
At seed=451, n=200, industry=EGY, sampling_method=garch. at 260.01.
At seed=452, n=200, industry=EGY, sampling_method=garch. at 260.95.
At seed=453, n=200, industry=EGY, sampling_method=garch. at 262.0.
At seed=454, n=200, industry=EGY, sampling_method=garch. at 263.03.
At seed=455, n=200, industry=EGY, sampling_method=garch. at 263.94.
At seed=451, n=200, industry=EGY, sampling_method=garch_ar1. at 264.97.
At seed=452, n=200, industry=EGY, sampling_method=garch_ar1. at 265.96.
At seed=453, n=200, industry=EGY, sampling_method=garch_ar1. at 266.97.
At seed=454, n=200, industry=EGY, sampling_method=garch_ar1. at 267.87.
At seed=455, n=200, industry=EGY, sampling_method=garch_ar1. at 268.89.
At seed=451, n=200, industry=EGY, sampling_method=mvn_arch. at 269.98.
At seed=452, n=200, industry=EGY, sampling_method=mvn_arch. at 271.03.
At seed=453, n=200, industry=EGY, sampling_method=mvn_arch. at 272.06.
At seed=454, n=200, industry=EGY, sampling_method=mvn_arch. at 273.06.
At seed=455, n=200, industry=EGY, sampling_method=mvn_arch. at 274.04.
At seed=451, n=300, industry=EGY, sampling_method=ar1. at 274.95.
At seed=452, n=300, industry=EGY, sampling_method=ar1. at 276.22.
At seed=453, n=300, industry=EGY, sampling_method=ar1. at 277.66.
At seed=454, n=300, industry=EGY, sampling_method=ar1. at 278.88.
At seed=455, n=300, industry=EGY, sampling_method=ar1. at 280.21.
At seed=451, n=300, industry=EGY, sampling_method=garch. at 281.6.
At seed=452, n=300, industry=EGY, sampling_method=garch. at 282.81.
At seed=453, n=300, industry=EGY, sampling_method=garch. at 284.13.
At seed=454, n=300, industry=EGY, sampling_method=garch. at 285.36.
At seed=455, n=300, industry=EGY, sampling_method=garch. at 286.96.
At seed=451, n=300, industry=EGY, sampling_method=garch_ar1. at 288.23.
At seed=452, n=300, industry=EGY, sampling_method=garch_ar1. at 289.57.
At seed=453, n=300, industry=EGY, sampling_method=garch_ar1. at 290.88.
At seed=454, n=300, industry=EGY, sampling_method=garch_ar1. at 292.16.
At seed=455, n=300, industry=EGY, sampling_method=garch_ar1. at 293.52.
At seed=451, n=300, industry=EGY, sampling_method=mvn_arch. at 294.86.
At seed=452, n=300, industry=EGY, sampling_method=mvn_arch. at 296.11.
At seed=453, n=300, industry=EGY, sampling_method=mvn_arch. at 297.37.
At seed=454, n=300, industry=EGY, sampling_method=mvn_arch. at 298.71.
At seed=455, n=300, industry=EGY, sampling_method=mvn_arch. at 300.15.
At seed=451, n=400, industry=EGY, sampling_method=ar1. at 301.64.
At seed=452, n=400, industry=EGY, sampling_method=ar1. at 303.54.
At seed=453, n=400, industry=EGY, sampling_method=ar1. at 305.38.
At seed=454, n=400, industry=EGY, sampling_method=ar1. at 307.08.
At seed=455, n=400, industry=EGY, sampling_method=ar1. at 308.8.
At seed=451, n=400, industry=EGY, sampling_method=garch. at 310.49.
At seed=452, n=400, industry=EGY, sampling_method=garch. at 312.36.
At seed=453, n=400, industry=EGY, sampling_method=garch. at 314.17.
At seed=454, n=400, industry=EGY, sampling_method=garch. at 315.94.
At seed=455, n=400, industry=EGY, sampling_method=garch. at 317.79.
At seed=451, n=400, industry=EGY, sampling_method=garch_ar1. at 319.59.
At seed=452, n=400, industry=EGY, sampling_method=garch_ar1. at 321.41.
At seed=453, n=400, industry=EGY, sampling_method=garch_ar1. at 323.21.
At seed=454, n=400, industry=EGY, sampling_method=garch_ar1. at 324.94.
At seed=455, n=400, industry=EGY, sampling_method=garch_ar1. at 326.65.
At seed=451, n=400, industry=EGY, sampling_method=mvn_arch. at 328.37.
At seed=452, n=400, industry=EGY, sampling_method=mvn_arch. at 330.15.
At seed=453, n=400, industry=EGY, sampling_method=mvn_arch. at 331.84.
At seed=454, n=400, industry=EGY, sampling_method=mvn_arch. at 333.49.
At seed=455, n=400, industry=EGY, sampling_method=mvn_arch. at 335.04.
At seed=451, n=500, industry=EGY, sampling_method=ar1. at 336.62.
At seed=452, n=500, industry=EGY, sampling_method=ar1. at 338.64.
At seed=453, n=500, industry=EGY, sampling_method=ar1. at 340.71.
At seed=454, n=500, industry=EGY, sampling_method=ar1. at 342.63.
At seed=455, n=500, industry=EGY, sampling_method=ar1. at 344.48.
At seed=451, n=500, industry=EGY, sampling_method=garch. at 346.39.
At seed=452, n=500, industry=EGY, sampling_method=garch. at 348.43.
At seed=453, n=500, industry=EGY, sampling_method=garch. at 350.52.
At seed=454, n=500, industry=EGY, sampling_method=garch. at 352.36.
At seed=455, n=500, industry=EGY, sampling_method=garch. at 354.25.
At seed=451, n=500, industry=EGY, sampling_method=garch_ar1. at 356.19.
At seed=452, n=500, industry=EGY, sampling_method=garch_ar1. at 358.05.
At seed=453, n=500, industry=EGY, sampling_method=garch_ar1. at 359.96.
At seed=454, n=500, industry=EGY, sampling_method=garch_ar1. at 361.84.
At seed=455, n=500, industry=EGY, sampling_method=garch_ar1. at 363.7.
At seed=451, n=500, industry=EGY, sampling_method=mvn_arch. at 365.74.
At seed=452, n=500, industry=EGY, sampling_method=mvn_arch. at 367.64.
At seed=453, n=500, industry=EGY, sampling_method=mvn_arch. at 369.65.
At seed=454, n=500, industry=EGY, sampling_method=mvn_arch. at 371.43.
At seed=455, n=500, industry=EGY, sampling_method=mvn_arch. at 373.21.
At seed=451, n=100, industry=FIN, sampling_method=ar1. at 375.22.
At seed=452, n=100, industry=FIN, sampling_method=ar1. at 377.66.
At seed=453, n=100, industry=FIN, sampling_method=ar1. at 380.18.
At seed=454, n=100, industry=FIN, sampling_method=ar1. at 382.63.
At seed=455, n=100, industry=FIN, sampling_method=ar1. at 385.28.
At seed=451, n=100, industry=FIN, sampling_method=garch. at 387.82.
At seed=452, n=100, industry=FIN, sampling_method=garch. at 390.46.
At seed=453, n=100, industry=FIN, sampling_method=garch. at 392.99.
At seed=454, n=100, industry=FIN, sampling_method=garch. at 395.56.
At seed=455, n=100, industry=FIN, sampling_method=garch. at 398.16.
At seed=451, n=100, industry=FIN, sampling_method=garch_ar1. at 400.66.
At seed=452, n=100, industry=FIN, sampling_method=garch_ar1. at 403.26.
At seed=453, n=100, industry=FIN, sampling_method=garch_ar1. at 405.81.
At seed=454, n=100, industry=FIN, sampling_method=garch_ar1. at 408.43.
At seed=455, n=100, industry=FIN, sampling_method=garch_ar1. at 411.03.
At seed=451, n=100, industry=FIN, sampling_method=mvn_arch. at 414.03.
At seed=452, n=100, industry=FIN, sampling_method=mvn_arch. at 416.54.
At seed=453, n=100, industry=FIN, sampling_method=mvn_arch. at 419.15.
At seed=454, n=100, industry=FIN, sampling_method=mvn_arch. at 421.76.
At seed=455, n=100, industry=FIN, sampling_method=mvn_arch. at 424.46.
At seed=451, n=200, industry=FIN, sampling_method=ar1. at 426.99.
At seed=452, n=200, industry=FIN, sampling_method=ar1. at 430.91.
At seed=453, n=200, industry=FIN, sampling_method=ar1. at 434.82.
At seed=454, n=200, industry=FIN, sampling_method=ar1. at 438.78.
At seed=455, n=200, industry=FIN, sampling_method=ar1. at 442.78.
At seed=451, n=200, industry=FIN, sampling_method=garch. at 446.76.
At seed=452, n=200, industry=FIN, sampling_method=garch. at 450.97.
At seed=453, n=200, industry=FIN, sampling_method=garch. at 454.99.
At seed=454, n=200, industry=FIN, sampling_method=garch. at 459.11.
At seed=455, n=200, industry=FIN, sampling_method=garch. at 463.19.
At seed=451, n=200, industry=FIN, sampling_method=garch_ar1. at 467.11.
At seed=452, n=200, industry=FIN, sampling_method=garch_ar1. at 471.1.
At seed=453, n=200, industry=FIN, sampling_method=garch_ar1. at 475.17.
At seed=454, n=200, industry=FIN, sampling_method=garch_ar1. at 479.28.
At seed=455, n=200, industry=FIN, sampling_method=garch_ar1. at 483.46.
At seed=451, n=200, industry=FIN, sampling_method=mvn_arch. at 487.4.
At seed=452, n=200, industry=FIN, sampling_method=mvn_arch. at 491.71.
At seed=453, n=200, industry=FIN, sampling_method=mvn_arch. at 495.57.
At seed=454, n=200, industry=FIN, sampling_method=mvn_arch. at 499.81.
At seed=455, n=200, industry=FIN, sampling_method=mvn_arch. at 503.85.
At seed=451, n=300, industry=FIN, sampling_method=ar1. at 507.82.
At seed=452, n=300, industry=FIN, sampling_method=ar1. at 513.05.
At seed=453, n=300, industry=FIN, sampling_method=ar1. at 518.23.
At seed=454, n=300, industry=FIN, sampling_method=ar1. at 523.44.
At seed=455, n=300, industry=FIN, sampling_method=ar1. at 528.6.
At seed=451, n=300, industry=FIN, sampling_method=garch. at 533.71.
At seed=452, n=300, industry=FIN, sampling_method=garch. at 539.0.
At seed=453, n=300, industry=FIN, sampling_method=garch. at 544.35.
At seed=454, n=300, industry=FIN, sampling_method=garch. at 549.56.
At seed=455, n=300, industry=FIN, sampling_method=garch. at 554.88.
At seed=451, n=300, industry=FIN, sampling_method=garch_ar1. at 559.92.
At seed=452, n=300, industry=FIN, sampling_method=garch_ar1. at 564.99.
At seed=453, n=300, industry=FIN, sampling_method=garch_ar1. at 570.26.
At seed=454, n=300, industry=FIN, sampling_method=garch_ar1. at 575.48.
At seed=455, n=300, industry=FIN, sampling_method=garch_ar1. at 580.66.
At seed=451, n=300, industry=FIN, sampling_method=mvn_arch. at 585.84.
At seed=452, n=300, industry=FIN, sampling_method=mvn_arch. at 591.05.
At seed=453, n=300, industry=FIN, sampling_method=mvn_arch. at 596.2.
At seed=454, n=300, industry=FIN, sampling_method=mvn_arch. at 601.68.
At seed=455, n=300, industry=FIN, sampling_method=mvn_arch. at 606.83.
At seed=451, n=400, industry=FIN, sampling_method=ar1. at 612.0.
At seed=452, n=400, industry=FIN, sampling_method=ar1. at 619.07.
At seed=453, n=400, industry=FIN, sampling_method=ar1. at 625.76.
At seed=454, n=400, industry=FIN, sampling_method=ar1. at 632.85.
At seed=455, n=400, industry=FIN, sampling_method=ar1. at 639.71.
At seed=451, n=400, industry=FIN, sampling_method=garch. at 646.61.
At seed=452, n=400, industry=FIN, sampling_method=garch. at 653.62.
At seed=453, n=400, industry=FIN, sampling_method=garch. at 660.49.
At seed=454, n=400, industry=FIN, sampling_method=garch. at 667.49.
At seed=455, n=400, industry=FIN, sampling_method=garch. at 674.42.
At seed=451, n=400, industry=FIN, sampling_method=garch_ar1. at 681.38.
At seed=452, n=400, industry=FIN, sampling_method=garch_ar1. at 688.21.
At seed=453, n=400, industry=FIN, sampling_method=garch_ar1. at 695.18.
At seed=454, n=400, industry=FIN, sampling_method=garch_ar1. at 702.05.
At seed=455, n=400, industry=FIN, sampling_method=garch_ar1. at 709.02.
At seed=451, n=400, industry=FIN, sampling_method=mvn_arch. at 715.9.
At seed=452, n=400, industry=FIN, sampling_method=mvn_arch. at 722.82.
At seed=453, n=400, industry=FIN, sampling_method=mvn_arch. at 729.7.
At seed=454, n=400, industry=FIN, sampling_method=mvn_arch. at 736.49.
At seed=455, n=400, industry=FIN, sampling_method=mvn_arch. at 743.28.
At seed=451, n=500, industry=FIN, sampling_method=ar1. at 750.29.
At seed=452, n=500, industry=FIN, sampling_method=ar1. at 758.85.
At seed=453, n=500, industry=FIN, sampling_method=ar1. at 767.1.
At seed=454, n=500, industry=FIN, sampling_method=ar1. at 775.44.
At seed=455, n=500, industry=FIN, sampling_method=ar1. at 783.83.
At seed=451, n=500, industry=FIN, sampling_method=garch. at 792.34.
At seed=452, n=500, industry=FIN, sampling_method=garch. at 800.48.
At seed=453, n=500, industry=FIN, sampling_method=garch. at 808.6.
At seed=454, n=500, industry=FIN, sampling_method=garch. at 816.96.
At seed=455, n=500, industry=FIN, sampling_method=garch. at 825.35.
At seed=451, n=500, industry=FIN, sampling_method=garch_ar1. at 833.94.
At seed=452, n=500, industry=FIN, sampling_method=garch_ar1. at 842.34.
At seed=453, n=500, industry=FIN, sampling_method=garch_ar1. at 850.77.
At seed=454, n=500, industry=FIN, sampling_method=garch_ar1. at 859.02.
At seed=455, n=500, industry=FIN, sampling_method=garch_ar1. at 867.18.
At seed=451, n=500, industry=FIN, sampling_method=mvn_arch. at 875.71.
At seed=452, n=500, industry=FIN, sampling_method=mvn_arch. at 884.17.
At seed=453, n=500, industry=FIN, sampling_method=mvn_arch. at 892.58.
At seed=454, n=500, industry=FIN, sampling_method=mvn_arch. at 901.07.
At seed=455, n=500, industry=FIN, sampling_method=mvn_arch. at 909.47.
At seed=451, n=100, industry=HLC, sampling_method=ar1. at 917.74.
At seed=452, n=100, industry=HLC, sampling_method=ar1. at 919.29.
At seed=453, n=100, industry=HLC, sampling_method=ar1. at 920.88.
At seed=454, n=100, industry=HLC, sampling_method=ar1. at 922.54.
At seed=455, n=100, industry=HLC, sampling_method=ar1. at 924.02.
At seed=451, n=100, industry=HLC, sampling_method=garch. at 925.61.
At seed=452, n=100, industry=HLC, sampling_method=garch. at 927.15.
At seed=453, n=100, industry=HLC, sampling_method=garch. at 928.72.
At seed=454, n=100, industry=HLC, sampling_method=garch. at 930.53.
At seed=455, n=100, industry=HLC, sampling_method=garch. at 932.12.
At seed=451, n=100, industry=HLC, sampling_method=garch_ar1. at 933.73.
At seed=452, n=100, industry=HLC, sampling_method=garch_ar1. at 935.44.
At seed=453, n=100, industry=HLC, sampling_method=garch_ar1. at 937.24.
At seed=454, n=100, industry=HLC, sampling_method=garch_ar1. at 938.71.
At seed=455, n=100, industry=HLC, sampling_method=garch_ar1. at 940.25.
At seed=451, n=100, industry=HLC, sampling_method=mvn_arch. at 941.71.
At seed=452, n=100, industry=HLC, sampling_method=mvn_arch. at 943.21.
At seed=453, n=100, industry=HLC, sampling_method=mvn_arch. at 944.8.
At seed=454, n=100, industry=HLC, sampling_method=mvn_arch. at 946.45.
At seed=455, n=100, industry=HLC, sampling_method=mvn_arch. at 947.83.
At seed=451, n=200, industry=HLC, sampling_method=ar1. at 949.38.
At seed=452, n=200, industry=HLC, sampling_method=ar1. at 951.99.
At seed=453, n=200, industry=HLC, sampling_method=ar1. at 954.43.
At seed=454, n=200, industry=HLC, sampling_method=ar1. at 956.96.
At seed=455, n=200, industry=HLC, sampling_method=ar1. at 959.41.
At seed=451, n=200, industry=HLC, sampling_method=garch. at 961.85.
At seed=452, n=200, industry=HLC, sampling_method=garch. at 964.42.
At seed=453, n=200, industry=HLC, sampling_method=garch. at 966.9.
At seed=454, n=200, industry=HLC, sampling_method=garch. at 969.4.
At seed=455, n=200, industry=HLC, sampling_method=garch. at 971.9.
At seed=451, n=200, industry=HLC, sampling_method=garch_ar1. at 974.33.
At seed=452, n=200, industry=HLC, sampling_method=garch_ar1. at 976.79.
At seed=453, n=200, industry=HLC, sampling_method=garch_ar1. at 979.18.
At seed=454, n=200, industry=HLC, sampling_method=garch_ar1. at 981.99.
