Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-46-10/
At seed=396, n=100, industry=EGY, sampling_method=ar1. at 0.04.
At seed=397, n=100, industry=EGY, sampling_method=ar1. at 0.75.
At seed=398, n=100, industry=EGY, sampling_method=ar1. at 1.42.
At seed=399, n=100, industry=EGY, sampling_method=ar1. at 1.87.
At seed=400, n=100, industry=EGY, sampling_method=ar1. at 2.7.
At seed=396, n=100, industry=EGY, sampling_method=garch. at 3.21.
At seed=397, n=100, industry=EGY, sampling_method=garch. at 4.01.
At seed=398, n=100, industry=EGY, sampling_method=garch. at 4.64.
At seed=399, n=100, industry=EGY, sampling_method=garch. at 5.16.
At seed=400, n=100, industry=EGY, sampling_method=garch. at 5.77.
At seed=396, n=100, industry=EGY, sampling_method=garch_ar1. at 6.29.
At seed=397, n=100, industry=EGY, sampling_method=garch_ar1. at 6.88.
At seed=398, n=100, industry=EGY, sampling_method=garch_ar1. at 7.46.
At seed=399, n=100, industry=EGY, sampling_method=garch_ar1. at 7.97.
At seed=400, n=100, industry=EGY, sampling_method=garch_ar1. at 8.44.
At seed=396, n=100, industry=EGY, sampling_method=mvn_arch. at 8.91.
At seed=397, n=100, industry=EGY, sampling_method=mvn_arch. at 9.51.
At seed=398, n=100, industry=EGY, sampling_method=mvn_arch. at 10.06.
At seed=399, n=100, industry=EGY, sampling_method=mvn_arch. at 10.6.
At seed=400, n=100, industry=EGY, sampling_method=mvn_arch. at 11.46.
At seed=396, n=200, industry=EGY, sampling_method=ar1. at 12.05.
At seed=397, n=200, industry=EGY, sampling_method=ar1. at 13.0.
At seed=398, n=200, industry=EGY, sampling_method=ar1. at 13.95.
At seed=399, n=200, industry=EGY, sampling_method=ar1. at 14.86.
At seed=400, n=200, industry=EGY, sampling_method=ar1. at 15.83.
At seed=396, n=200, industry=EGY, sampling_method=garch. at 16.73.
At seed=397, n=200, industry=EGY, sampling_method=garch. at 17.92.
At seed=398, n=200, industry=EGY, sampling_method=garch. at 18.96.
At seed=399, n=200, industry=EGY, sampling_method=garch. at 20.01.
At seed=400, n=200, industry=EGY, sampling_method=garch. at 20.9.
At seed=396, n=200, industry=EGY, sampling_method=garch_ar1. at 21.77.
At seed=397, n=200, industry=EGY, sampling_method=garch_ar1. at 23.02.
At seed=398, n=200, industry=EGY, sampling_method=garch_ar1. at 23.94.
At seed=399, n=200, industry=EGY, sampling_method=garch_ar1. at 24.89.
At seed=400, n=200, industry=EGY, sampling_method=garch_ar1. at 25.78.
At seed=396, n=200, industry=EGY, sampling_method=mvn_arch. at 26.92.
At seed=397, n=200, industry=EGY, sampling_method=mvn_arch. at 27.97.
At seed=398, n=200, industry=EGY, sampling_method=mvn_arch. at 29.15.
At seed=399, n=200, industry=EGY, sampling_method=mvn_arch. at 30.24.
At seed=400, n=200, industry=EGY, sampling_method=mvn_arch. at 31.46.
At seed=396, n=300, industry=EGY, sampling_method=ar1. at 32.42.
At seed=397, n=300, industry=EGY, sampling_method=ar1. at 33.72.
At seed=398, n=300, industry=EGY, sampling_method=ar1. at 34.97.
At seed=399, n=300, industry=EGY, sampling_method=ar1. at 36.15.
At seed=400, n=300, industry=EGY, sampling_method=ar1. at 37.42.
At seed=396, n=300, industry=EGY, sampling_method=garch. at 38.72.
At seed=397, n=300, industry=EGY, sampling_method=garch. at 40.21.
At seed=398, n=300, industry=EGY, sampling_method=garch. at 41.52.
At seed=399, n=300, industry=EGY, sampling_method=garch. at 42.81.
At seed=400, n=300, industry=EGY, sampling_method=garch. at 44.15.
At seed=396, n=300, industry=EGY, sampling_method=garch_ar1. at 45.37.
At seed=397, n=300, industry=EGY, sampling_method=garch_ar1. at 46.64.
At seed=398, n=300, industry=EGY, sampling_method=garch_ar1. at 48.02.
At seed=399, n=300, industry=EGY, sampling_method=garch_ar1. at 49.43.
At seed=400, n=300, industry=EGY, sampling_method=garch_ar1. at 50.73.
At seed=396, n=300, industry=EGY, sampling_method=mvn_arch. at 52.06.
At seed=397, n=300, industry=EGY, sampling_method=mvn_arch. at 53.27.
At seed=398, n=300, industry=EGY, sampling_method=mvn_arch. at 54.72.
At seed=399, n=300, industry=EGY, sampling_method=mvn_arch. at 56.06.
At seed=400, n=300, industry=EGY, sampling_method=mvn_arch. at 57.41.
At seed=396, n=400, industry=EGY, sampling_method=ar1. at 58.68.
At seed=397, n=400, industry=EGY, sampling_method=ar1. at 60.49.
At seed=398, n=400, industry=EGY, sampling_method=ar1. at 62.44.
At seed=399, n=400, industry=EGY, sampling_method=ar1. at 64.14.
At seed=400, n=400, industry=EGY, sampling_method=ar1. at 65.89.
At seed=396, n=400, industry=EGY, sampling_method=garch. at 67.59.
At seed=397, n=400, industry=EGY, sampling_method=garch. at 69.12.
At seed=398, n=400, industry=EGY, sampling_method=garch. at 70.73.
At seed=399, n=400, industry=EGY, sampling_method=garch. at 72.25.
At seed=400, n=400, industry=EGY, sampling_method=garch. at 73.9.
At seed=396, n=400, industry=EGY, sampling_method=garch_ar1. at 75.87.
At seed=397, n=400, industry=EGY, sampling_method=garch_ar1. at 77.65.
At seed=398, n=400, industry=EGY, sampling_method=garch_ar1. at 79.38.
At seed=399, n=400, industry=EGY, sampling_method=garch_ar1. at 81.02.
At seed=400, n=400, industry=EGY, sampling_method=garch_ar1. at 82.74.
At seed=396, n=400, industry=EGY, sampling_method=mvn_arch. at 84.41.
At seed=397, n=400, industry=EGY, sampling_method=mvn_arch. at 86.07.
At seed=398, n=400, industry=EGY, sampling_method=mvn_arch. at 87.81.
At seed=399, n=400, industry=EGY, sampling_method=mvn_arch. at 89.58.
At seed=400, n=400, industry=EGY, sampling_method=mvn_arch. at 91.31.
At seed=396, n=500, industry=EGY, sampling_method=ar1. at 93.23.
At seed=397, n=500, industry=EGY, sampling_method=ar1. at 95.19.
At seed=398, n=500, industry=EGY, sampling_method=ar1. at 97.17.
At seed=399, n=500, industry=EGY, sampling_method=ar1. at 99.08.
At seed=400, n=500, industry=EGY, sampling_method=ar1. at 101.02.
At seed=396, n=500, industry=EGY, sampling_method=garch. at 102.9.
At seed=397, n=500, industry=EGY, sampling_method=garch. at 104.92.
At seed=398, n=500, industry=EGY, sampling_method=garch. at 106.99.
At seed=399, n=500, industry=EGY, sampling_method=garch. at 109.0.
At seed=400, n=500, industry=EGY, sampling_method=garch. at 110.96.
At seed=396, n=500, industry=EGY, sampling_method=garch_ar1. at 113.03.
At seed=397, n=500, industry=EGY, sampling_method=garch_ar1. at 115.09.
At seed=398, n=500, industry=EGY, sampling_method=garch_ar1. at 117.05.
At seed=399, n=500, industry=EGY, sampling_method=garch_ar1. at 119.1.
At seed=400, n=500, industry=EGY, sampling_method=garch_ar1. at 121.0.
At seed=396, n=500, industry=EGY, sampling_method=mvn_arch. at 122.99.
At seed=397, n=500, industry=EGY, sampling_method=mvn_arch. at 124.84.
At seed=398, n=500, industry=EGY, sampling_method=mvn_arch. at 126.87.
At seed=399, n=500, industry=EGY, sampling_method=mvn_arch. at 128.79.
At seed=400, n=500, industry=EGY, sampling_method=mvn_arch. at 130.72.
At seed=396, n=100, industry=FIN, sampling_method=ar1. at 132.65.
At seed=397, n=100, industry=FIN, sampling_method=ar1. at 136.02.
At seed=398, n=100, industry=FIN, sampling_method=ar1. at 138.42.
At seed=399, n=100, industry=FIN, sampling_method=ar1. at 141.01.
At seed=400, n=100, industry=FIN, sampling_method=ar1. at 143.52.
At seed=396, n=100, industry=FIN, sampling_method=garch. at 146.13.
At seed=397, n=100, industry=FIN, sampling_method=garch. at 148.72.
At seed=398, n=100, industry=FIN, sampling_method=garch. at 151.4.
At seed=399, n=100, industry=FIN, sampling_method=garch. at 154.18.
At seed=400, n=100, industry=FIN, sampling_method=garch. at 156.81.
At seed=396, n=100, industry=FIN, sampling_method=garch_ar1. at 159.31.
At seed=397, n=100, industry=FIN, sampling_method=garch_ar1. at 162.0.
At seed=398, n=100, industry=FIN, sampling_method=garch_ar1. at 164.75.
At seed=399, n=100, industry=FIN, sampling_method=garch_ar1. at 167.45.
At seed=400, n=100, industry=FIN, sampling_method=garch_ar1. at 170.19.
At seed=396, n=100, industry=FIN, sampling_method=mvn_arch. at 172.87.
At seed=397, n=100, industry=FIN, sampling_method=mvn_arch. at 175.61.
At seed=398, n=100, industry=FIN, sampling_method=mvn_arch. at 178.36.
At seed=399, n=100, industry=FIN, sampling_method=mvn_arch. at 180.93.
At seed=400, n=100, industry=FIN, sampling_method=mvn_arch. at 183.55.
At seed=396, n=200, industry=FIN, sampling_method=ar1. at 186.21.
