Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/23-48-01/
At seed=2001, n=300, industry=EGY, sampling_method=ar1. at 0.01.
At seed=2002, n=300, industry=EGY, sampling_method=ar1. at 0.94.
At seed=2003, n=300, industry=EGY, sampling_method=ar1. at 1.87.
At seed=2004, n=300, industry=EGY, sampling_method=ar1. at 2.76.
At seed=2005, n=300, industry=EGY, sampling_method=ar1. at 3.64.
At seed=2006, n=300, industry=EGY, sampling_method=ar1. at 4.54.
At seed=2007, n=300, industry=EGY, sampling_method=ar1. at 5.43.
At seed=2008, n=300, industry=EGY, sampling_method=ar1. at 6.31.
At seed=2009, n=300, industry=EGY, sampling_method=ar1. at 7.18.
At seed=2010, n=300, industry=EGY, sampling_method=ar1. at 8.07.
At seed=2011, n=300, industry=EGY, sampling_method=ar1. at 8.96.
At seed=2012, n=300, industry=EGY, sampling_method=ar1. at 9.83.
At seed=2013, n=300, industry=EGY, sampling_method=ar1. at 10.7.
At seed=2014, n=300, industry=EGY, sampling_method=ar1. at 11.59.
At seed=2015, n=300, industry=EGY, sampling_method=ar1. at 12.48.
At seed=2016, n=300, industry=EGY, sampling_method=ar1. at 13.35.
At seed=2017, n=300, industry=EGY, sampling_method=ar1. at 14.23.
At seed=2018, n=300, industry=EGY, sampling_method=ar1. at 15.15.
At seed=2019, n=300, industry=EGY, sampling_method=ar1. at 16.05.
At seed=2020, n=300, industry=EGY, sampling_method=ar1. at 16.94.
At seed=2001, n=300, industry=EGY, sampling_method=garch. at 17.83.
At seed=2002, n=300, industry=EGY, sampling_method=garch. at 18.72.
At seed=2003, n=300, industry=EGY, sampling_method=garch. at 19.62.
At seed=2004, n=300, industry=EGY, sampling_method=garch. at 20.51.
At seed=2005, n=300, industry=EGY, sampling_method=garch. at 21.41.
At seed=2006, n=300, industry=EGY, sampling_method=garch. at 22.32.
At seed=2007, n=300, industry=EGY, sampling_method=garch. at 23.22.
At seed=2008, n=300, industry=EGY, sampling_method=garch. at 24.14.
At seed=2009, n=300, industry=EGY, sampling_method=garch. at 25.04.
At seed=2010, n=300, industry=EGY, sampling_method=garch. at 25.93.
At seed=2011, n=300, industry=EGY, sampling_method=garch. at 26.82.
At seed=2012, n=300, industry=EGY, sampling_method=garch. at 27.72.
At seed=2013, n=300, industry=EGY, sampling_method=garch. at 28.61.
At seed=2014, n=300, industry=EGY, sampling_method=garch. at 29.5.
At seed=2015, n=300, industry=EGY, sampling_method=garch. at 30.39.
At seed=2016, n=300, industry=EGY, sampling_method=garch. at 31.27.
At seed=2017, n=300, industry=EGY, sampling_method=garch. at 32.17.
At seed=2018, n=300, industry=EGY, sampling_method=garch. at 33.07.
At seed=2019, n=300, industry=EGY, sampling_method=garch. at 33.96.
At seed=2020, n=300, industry=EGY, sampling_method=garch. at 34.87.
At seed=2001, n=300, industry=EGY, sampling_method=garch_ar1. at 35.78.
At seed=2002, n=300, industry=EGY, sampling_method=garch_ar1. at 36.67.
At seed=2003, n=300, industry=EGY, sampling_method=garch_ar1. at 37.56.
At seed=2004, n=300, industry=EGY, sampling_method=garch_ar1. at 38.47.
At seed=2005, n=300, industry=EGY, sampling_method=garch_ar1. at 39.38.
At seed=2006, n=300, industry=EGY, sampling_method=garch_ar1. at 40.28.
At seed=2007, n=300, industry=EGY, sampling_method=garch_ar1. at 41.17.
At seed=2008, n=300, industry=EGY, sampling_method=garch_ar1. at 42.09.
At seed=2009, n=300, industry=EGY, sampling_method=garch_ar1. at 42.99.
At seed=2010, n=300, industry=EGY, sampling_method=garch_ar1. at 43.87.
At seed=2011, n=300, industry=EGY, sampling_method=garch_ar1. at 44.76.
At seed=2012, n=300, industry=EGY, sampling_method=garch_ar1. at 45.67.
At seed=2013, n=300, industry=EGY, sampling_method=garch_ar1. at 46.6.
At seed=2014, n=300, industry=EGY, sampling_method=garch_ar1. at 47.5.
At seed=2015, n=300, industry=EGY, sampling_method=garch_ar1. at 48.53.
At seed=2016, n=300, industry=EGY, sampling_method=garch_ar1. at 50.06.
At seed=2017, n=300, industry=EGY, sampling_method=garch_ar1. at 51.13.
At seed=2018, n=300, industry=EGY, sampling_method=garch_ar1. at 52.04.
At seed=2019, n=300, industry=EGY, sampling_method=garch_ar1. at 52.96.
At seed=2020, n=300, industry=EGY, sampling_method=garch_ar1. at 53.86.
At seed=2001, n=300, industry=EGY, sampling_method=mvn_arch. at 54.75.
At seed=2002, n=300, industry=EGY, sampling_method=mvn_arch. at 55.62.
At seed=2003, n=300, industry=EGY, sampling_method=mvn_arch. at 56.54.
At seed=2004, n=300, industry=EGY, sampling_method=mvn_arch. at 57.43.
At seed=2005, n=300, industry=EGY, sampling_method=mvn_arch. at 58.34.
At seed=2006, n=300, industry=EGY, sampling_method=mvn_arch. at 59.23.
At seed=2007, n=300, industry=EGY, sampling_method=mvn_arch. at 60.13.
At seed=2008, n=300, industry=EGY, sampling_method=mvn_arch. at 61.34.
At seed=2009, n=300, industry=EGY, sampling_method=mvn_arch. at 62.22.
At seed=2010, n=300, industry=EGY, sampling_method=mvn_arch. at 63.23.
At seed=2011, n=300, industry=EGY, sampling_method=mvn_arch. at 64.24.
At seed=2012, n=300, industry=EGY, sampling_method=mvn_arch. at 65.14.
At seed=2013, n=300, industry=EGY, sampling_method=mvn_arch. at 66.33.
At seed=2014, n=300, industry=EGY, sampling_method=mvn_arch. at 67.34.
At seed=2015, n=300, industry=EGY, sampling_method=mvn_arch. at 68.25.
At seed=2016, n=300, industry=EGY, sampling_method=mvn_arch. at 69.28.
At seed=2017, n=300, industry=EGY, sampling_method=mvn_arch. at 70.33.
At seed=2018, n=300, industry=EGY, sampling_method=mvn_arch. at 71.36.
At seed=2019, n=300, industry=EGY, sampling_method=mvn_arch. at 72.46.
At seed=2020, n=300, industry=EGY, sampling_method=mvn_arch. at 73.79.
At seed=2001, n=300, industry=FIN, sampling_method=ar1. at 92.49.
At seed=2002, n=300, industry=FIN, sampling_method=ar1. at 96.43.
At seed=2003, n=300, industry=FIN, sampling_method=ar1. at 100.34.
At seed=2004, n=300, industry=FIN, sampling_method=ar1. at 104.39.
At seed=2005, n=300, industry=FIN, sampling_method=ar1. at 108.32.
At seed=2006, n=300, industry=FIN, sampling_method=ar1. at 112.04.
At seed=2007, n=300, industry=FIN, sampling_method=ar1. at 115.9.
At seed=2008, n=300, industry=FIN, sampling_method=ar1. at 119.68.
At seed=2009, n=300, industry=FIN, sampling_method=ar1. at 123.47.
At seed=2010, n=300, industry=FIN, sampling_method=ar1. at 127.24.
At seed=2011, n=300, industry=FIN, sampling_method=ar1. at 130.92.
At seed=2012, n=300, industry=FIN, sampling_method=ar1. at 134.65.
At seed=2013, n=300, industry=FIN, sampling_method=ar1. at 138.41.
At seed=2014, n=300, industry=FIN, sampling_method=ar1. at 142.35.
At seed=2015, n=300, industry=FIN, sampling_method=ar1. at 146.14.
At seed=2016, n=300, industry=FIN, sampling_method=ar1. at 149.99.
At seed=2017, n=300, industry=FIN, sampling_method=ar1. at 154.45.
At seed=2018, n=300, industry=FIN, sampling_method=ar1. at 159.68.
At seed=2019, n=300, industry=FIN, sampling_method=ar1. at 163.61.
At seed=2020, n=300, industry=FIN, sampling_method=ar1. at 167.46.
At seed=2001, n=300, industry=FIN, sampling_method=garch. at 171.61.
At seed=2002, n=300, industry=FIN, sampling_method=garch. at 175.63.
At seed=2003, n=300, industry=FIN, sampling_method=garch. at 179.44.
At seed=2004, n=300, industry=FIN, sampling_method=garch. at 183.57.
At seed=2005, n=300, industry=FIN, sampling_method=garch. at 187.51.
At seed=2006, n=300, industry=FIN, sampling_method=garch. at 191.21.
At seed=2007, n=300, industry=FIN, sampling_method=garch. at 197.01.
At seed=2008, n=300, industry=FIN, sampling_method=garch. at 200.83.
At seed=2009, n=300, industry=FIN, sampling_method=garch. at 205.11.
At seed=2010, n=300, industry=FIN, sampling_method=garch. at 209.25.
At seed=2011, n=300, industry=FIN, sampling_method=garch. at 213.38.
At seed=2012, n=300, industry=FIN, sampling_method=garch. at 217.43.
At seed=2013, n=300, industry=FIN, sampling_method=garch. at 222.25.
At seed=2014, n=300, industry=FIN, sampling_method=garch. at 226.4.
At seed=2015, n=300, industry=FIN, sampling_method=garch. at 230.25.
At seed=2016, n=300, industry=FIN, sampling_method=garch. at 233.93.
At seed=2017, n=300, industry=FIN, sampling_method=garch. at 237.69.
At seed=2018, n=300, industry=FIN, sampling_method=garch. at 241.63.
At seed=2019, n=300, industry=FIN, sampling_method=garch. at 247.42.
At seed=2020, n=300, industry=FIN, sampling_method=garch. at 251.21.
At seed=2001, n=300, industry=FIN, sampling_method=garch_ar1. at 254.94.
At seed=2002, n=300, industry=FIN, sampling_method=garch_ar1. at 258.83.
At seed=2003, n=300, industry=FIN, sampling_method=garch_ar1. at 262.56.
At seed=2004, n=300, industry=FIN, sampling_method=garch_ar1. at 266.62.
At seed=2005, n=300, industry=FIN, sampling_method=garch_ar1. at 271.47.
At seed=2006, n=300, industry=FIN, sampling_method=garch_ar1. at 275.73.
At seed=2007, n=300, industry=FIN, sampling_method=garch_ar1. at 280.74.
At seed=2008, n=300, industry=FIN, sampling_method=garch_ar1. at 284.88.
At seed=2009, n=300, industry=FIN, sampling_method=garch_ar1. at 288.93.
At seed=2010, n=300, industry=FIN, sampling_method=garch_ar1. at 293.0.
At seed=2011, n=300, industry=FIN, sampling_method=garch_ar1. at 297.04.
At seed=2012, n=300, industry=FIN, sampling_method=garch_ar1. at 300.98.
At seed=2013, n=300, industry=FIN, sampling_method=garch_ar1. at 304.9.
At seed=2014, n=300, industry=FIN, sampling_method=garch_ar1. at 308.73.
At seed=2015, n=300, industry=FIN, sampling_method=garch_ar1. at 313.66.
At seed=2016, n=300, industry=FIN, sampling_method=garch_ar1. at 317.56.
At seed=2017, n=300, industry=FIN, sampling_method=garch_ar1. at 321.32.
At seed=2018, n=300, industry=FIN, sampling_method=garch_ar1. at 325.18.
At seed=2019, n=300, industry=FIN, sampling_method=garch_ar1. at 329.43.
At seed=2020, n=300, industry=FIN, sampling_method=garch_ar1. at 333.26.
At seed=2001, n=300, industry=FIN, sampling_method=mvn_arch. at 337.86.
At seed=2002, n=300, industry=FIN, sampling_method=mvn_arch. at 341.76.
At seed=2003, n=300, industry=FIN, sampling_method=mvn_arch. at 345.7.
At seed=2004, n=300, industry=FIN, sampling_method=mvn_arch. at 349.4.
At seed=2005, n=300, industry=FIN, sampling_method=mvn_arch. at 353.14.
At seed=2006, n=300, industry=FIN, sampling_method=mvn_arch. at 356.97.
At seed=2007, n=300, industry=FIN, sampling_method=mvn_arch. at 360.78.
At seed=2008, n=300, industry=FIN, sampling_method=mvn_arch. at 364.58.
At seed=2009, n=300, industry=FIN, sampling_method=mvn_arch. at 369.18.
At seed=2010, n=300, industry=FIN, sampling_method=mvn_arch. at 373.27.
At seed=2011, n=300, industry=FIN, sampling_method=mvn_arch. at 377.53.
At seed=2012, n=300, industry=FIN, sampling_method=mvn_arch. at 381.74.
At seed=2013, n=300, industry=FIN, sampling_method=mvn_arch. at 385.61.
At seed=2014, n=300, industry=FIN, sampling_method=mvn_arch. at 389.69.
At seed=2015, n=300, industry=FIN, sampling_method=mvn_arch. at 393.59.
At seed=2016, n=300, industry=FIN, sampling_method=mvn_arch. at 397.33.
At seed=2017, n=300, industry=FIN, sampling_method=mvn_arch. at 401.1.
At seed=2018, n=300, industry=FIN, sampling_method=mvn_arch. at 405.09.
At seed=2019, n=300, industry=FIN, sampling_method=mvn_arch. at 408.9.
At seed=2020, n=300, industry=FIN, sampling_method=mvn_arch. at 412.7.
At seed=2001, n=300, industry=HLC, sampling_method=ar1. at 416.45.
At seed=2002, n=300, industry=HLC, sampling_method=ar1. at 419.13.
At seed=2003, n=300, industry=HLC, sampling_method=ar1. at 421.57.
At seed=2004, n=300, industry=HLC, sampling_method=ar1. at 424.31.
At seed=2005, n=300, industry=HLC, sampling_method=ar1. at 426.77.
At seed=2006, n=300, industry=HLC, sampling_method=ar1. at 429.64.
At seed=2007, n=300, industry=HLC, sampling_method=ar1. at 432.62.
At seed=2008, n=300, industry=HLC, sampling_method=ar1. at 435.1.
At seed=2009, n=300, industry=HLC, sampling_method=ar1. at 437.57.
At seed=2010, n=300, industry=HLC, sampling_method=ar1. at 440.2.
At seed=2011, n=300, industry=HLC, sampling_method=ar1. at 442.78.
At seed=2012, n=300, industry=HLC, sampling_method=ar1. at 445.32.
At seed=2013, n=300, industry=HLC, sampling_method=ar1. at 448.0.
At seed=2014, n=300, industry=HLC, sampling_method=ar1. at 450.69.
At seed=2015, n=300, industry=HLC, sampling_method=ar1. at 453.41.
At seed=2016, n=300, industry=HLC, sampling_method=ar1. at 456.69.
At seed=2017, n=300, industry=HLC, sampling_method=ar1. at 459.24.
At seed=2018, n=300, industry=HLC, sampling_method=ar1. at 462.4.
At seed=2019, n=300, industry=HLC, sampling_method=ar1. at 464.96.
At seed=2020, n=300, industry=HLC, sampling_method=ar1. at 467.63.
At seed=2001, n=300, industry=HLC, sampling_method=garch. at 470.32.
At seed=2002, n=300, industry=HLC, sampling_method=garch. at 472.81.
At seed=2003, n=300, industry=HLC, sampling_method=garch. at 475.46.
At seed=2004, n=300, industry=HLC, sampling_method=garch. at 477.99.
At seed=2005, n=300, industry=HLC, sampling_method=garch. at 480.61.
At seed=2006, n=300, industry=HLC, sampling_method=garch. at 483.5.
At seed=2007, n=300, industry=HLC, sampling_method=garch. at 486.06.
At seed=2008, n=300, industry=HLC, sampling_method=garch. at 488.83.
At seed=2009, n=300, industry=HLC, sampling_method=garch. at 491.57.
At seed=2010, n=300, industry=HLC, sampling_method=garch. at 494.23.
At seed=2011, n=300, industry=HLC, sampling_method=garch. at 496.93.
At seed=2012, n=300, industry=HLC, sampling_method=garch. at 499.63.
At seed=2013, n=300, industry=HLC, sampling_method=garch. at 502.78.
At seed=2014, n=300, industry=HLC, sampling_method=garch. at 506.14.
At seed=2015, n=300, industry=HLC, sampling_method=garch. at 509.09.
At seed=2016, n=300, industry=HLC, sampling_method=garch. at 511.98.
At seed=2017, n=300, industry=HLC, sampling_method=garch. at 514.68.
At seed=2018, n=300, industry=HLC, sampling_method=garch. at 517.37.
At seed=2019, n=300, industry=HLC, sampling_method=garch. at 519.97.
At seed=2020, n=300, industry=HLC, sampling_method=garch. at 522.67.
At seed=2001, n=300, industry=HLC, sampling_method=garch_ar1. at 525.64.
At seed=2002, n=300, industry=HLC, sampling_method=garch_ar1. at 528.16.
At seed=2003, n=300, industry=HLC, sampling_method=garch_ar1. at 530.68.
At seed=2004, n=300, industry=HLC, sampling_method=garch_ar1. at 533.39.
At seed=2005, n=300, industry=HLC, sampling_method=garch_ar1. at 536.01.
At seed=2006, n=300, industry=HLC, sampling_method=garch_ar1. at 538.51.
At seed=2007, n=300, industry=HLC, sampling_method=garch_ar1. at 541.04.
At seed=2008, n=300, industry=HLC, sampling_method=garch_ar1. at 543.55.
At seed=2009, n=300, industry=HLC, sampling_method=garch_ar1. at 546.34.
At seed=2010, n=300, industry=HLC, sampling_method=garch_ar1. at 549.07.
At seed=2011, n=300, industry=HLC, sampling_method=garch_ar1. at 551.73.
At seed=2012, n=300, industry=HLC, sampling_method=garch_ar1. at 554.39.
At seed=2013, n=300, industry=HLC, sampling_method=garch_ar1. at 557.46.
At seed=2014, n=300, industry=HLC, sampling_method=garch_ar1. at 559.99.
At seed=2015, n=300, industry=HLC, sampling_method=garch_ar1. at 562.68.
At seed=2016, n=300, industry=HLC, sampling_method=garch_ar1. at 565.48.
At seed=2017, n=300, industry=HLC, sampling_method=garch_ar1. at 568.35.
At seed=2018, n=300, industry=HLC, sampling_method=garch_ar1. at 571.13.
At seed=2019, n=300, industry=HLC, sampling_method=garch_ar1. at 573.99.
At seed=2020, n=300, industry=HLC, sampling_method=garch_ar1. at 576.68.
At seed=2001, n=300, industry=HLC, sampling_method=mvn_arch. at 579.19.
At seed=2002, n=300, industry=HLC, sampling_method=mvn_arch. at 582.14.
At seed=2003, n=300, industry=HLC, sampling_method=mvn_arch. at 584.81.
At seed=2004, n=300, industry=HLC, sampling_method=mvn_arch. at 587.45.
