Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-48-39/
At seed=471, n=100, industry=EGY, sampling_method=ar1. at 0.02.
At seed=472, n=100, industry=EGY, sampling_method=ar1. at 0.3.
At seed=473, n=100, industry=EGY, sampling_method=ar1. at 0.53.
At seed=474, n=100, industry=EGY, sampling_method=ar1. at 0.75.
At seed=475, n=100, industry=EGY, sampling_method=ar1. at 0.97.
At seed=471, n=100, industry=EGY, sampling_method=garch. at 1.19.
At seed=472, n=100, industry=EGY, sampling_method=garch. at 1.46.
At seed=473, n=100, industry=EGY, sampling_method=garch. at 1.76.
At seed=474, n=100, industry=EGY, sampling_method=garch. at 2.0.
At seed=475, n=100, industry=EGY, sampling_method=garch. at 2.24.
At seed=471, n=100, industry=EGY, sampling_method=garch_ar1. at 2.48.
At seed=472, n=100, industry=EGY, sampling_method=garch_ar1. at 2.71.
At seed=473, n=100, industry=EGY, sampling_method=garch_ar1. at 2.93.
At seed=474, n=100, industry=EGY, sampling_method=garch_ar1. at 3.16.
At seed=475, n=100, industry=EGY, sampling_method=garch_ar1. at 3.38.
At seed=471, n=100, industry=EGY, sampling_method=mvn_arch. at 3.61.
At seed=472, n=100, industry=EGY, sampling_method=mvn_arch. at 3.83.
At seed=473, n=100, industry=EGY, sampling_method=mvn_arch. at 4.05.
At seed=474, n=100, industry=EGY, sampling_method=mvn_arch. at 4.27.
At seed=475, n=100, industry=EGY, sampling_method=mvn_arch. at 4.5.
At seed=471, n=200, industry=EGY, sampling_method=ar1. at 4.72.
At seed=472, n=200, industry=EGY, sampling_method=ar1. at 5.09.
At seed=473, n=200, industry=EGY, sampling_method=ar1. at 5.45.
At seed=474, n=200, industry=EGY, sampling_method=ar1. at 5.82.
At seed=475, n=200, industry=EGY, sampling_method=ar1. at 6.19.
At seed=471, n=200, industry=EGY, sampling_method=garch. at 6.56.
At seed=472, n=200, industry=EGY, sampling_method=garch. at 6.93.
At seed=473, n=200, industry=EGY, sampling_method=garch. at 7.31.
At seed=474, n=200, industry=EGY, sampling_method=garch. at 7.68.
At seed=475, n=200, industry=EGY, sampling_method=garch. at 8.06.
At seed=471, n=200, industry=EGY, sampling_method=garch_ar1. at 8.43.
At seed=472, n=200, industry=EGY, sampling_method=garch_ar1. at 8.81.
At seed=473, n=200, industry=EGY, sampling_method=garch_ar1. at 9.18.
At seed=474, n=200, industry=EGY, sampling_method=garch_ar1. at 9.56.
At seed=475, n=200, industry=EGY, sampling_method=garch_ar1. at 9.94.
At seed=471, n=200, industry=EGY, sampling_method=mvn_arch. at 10.31.
At seed=472, n=200, industry=EGY, sampling_method=mvn_arch. at 10.68.
At seed=473, n=200, industry=EGY, sampling_method=mvn_arch. at 11.05.
At seed=474, n=200, industry=EGY, sampling_method=mvn_arch. at 11.42.
At seed=475, n=200, industry=EGY, sampling_method=mvn_arch. at 11.79.
At seed=471, n=300, industry=EGY, sampling_method=ar1. at 12.15.
At seed=472, n=300, industry=EGY, sampling_method=ar1. at 12.68.
At seed=473, n=300, industry=EGY, sampling_method=ar1. at 13.21.
At seed=474, n=300, industry=EGY, sampling_method=ar1. at 13.73.
At seed=475, n=300, industry=EGY, sampling_method=ar1. at 14.26.
At seed=471, n=300, industry=EGY, sampling_method=garch. at 14.79.
At seed=472, n=300, industry=EGY, sampling_method=garch. at 15.32.
At seed=473, n=300, industry=EGY, sampling_method=garch. at 15.85.
At seed=474, n=300, industry=EGY, sampling_method=garch. at 16.39.
At seed=475, n=300, industry=EGY, sampling_method=garch. at 16.92.
At seed=471, n=300, industry=EGY, sampling_method=garch_ar1. at 17.46.
At seed=472, n=300, industry=EGY, sampling_method=garch_ar1. at 18.0.
At seed=473, n=300, industry=EGY, sampling_method=garch_ar1. at 18.54.
At seed=474, n=300, industry=EGY, sampling_method=garch_ar1. at 19.07.
At seed=475, n=300, industry=EGY, sampling_method=garch_ar1. at 19.61.
At seed=471, n=300, industry=EGY, sampling_method=mvn_arch. at 20.15.
At seed=472, n=300, industry=EGY, sampling_method=mvn_arch. at 20.67.
At seed=473, n=300, industry=EGY, sampling_method=mvn_arch. at 21.2.
At seed=474, n=300, industry=EGY, sampling_method=mvn_arch. at 21.73.
At seed=475, n=300, industry=EGY, sampling_method=mvn_arch. at 22.26.
At seed=471, n=400, industry=EGY, sampling_method=ar1. at 22.79.
At seed=472, n=400, industry=EGY, sampling_method=ar1. at 23.53.
At seed=473, n=400, industry=EGY, sampling_method=ar1. at 24.26.
At seed=474, n=400, industry=EGY, sampling_method=ar1. at 25.0.
At seed=475, n=400, industry=EGY, sampling_method=ar1. at 25.73.
At seed=471, n=400, industry=EGY, sampling_method=garch. at 26.47.
At seed=472, n=400, industry=EGY, sampling_method=garch. at 27.22.
At seed=473, n=400, industry=EGY, sampling_method=garch. at 27.97.
At seed=474, n=400, industry=EGY, sampling_method=garch. at 28.72.
At seed=475, n=400, industry=EGY, sampling_method=garch. at 29.47.
At seed=471, n=400, industry=EGY, sampling_method=garch_ar1. at 30.22.
At seed=472, n=400, industry=EGY, sampling_method=garch_ar1. at 30.97.
At seed=473, n=400, industry=EGY, sampling_method=garch_ar1. at 31.72.
At seed=474, n=400, industry=EGY, sampling_method=garch_ar1. at 32.47.
At seed=475, n=400, industry=EGY, sampling_method=garch_ar1. at 33.22.
At seed=471, n=400, industry=EGY, sampling_method=mvn_arch. at 33.97.
At seed=472, n=400, industry=EGY, sampling_method=mvn_arch. at 34.71.
