Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-44-48/
At seed=221, n=100, industry=EGY, sampling_method=ar1. at 0.1.
At seed=222, n=100, industry=EGY, sampling_method=ar1. at 0.43.
At seed=223, n=100, industry=EGY, sampling_method=ar1. at 0.74.
At seed=224, n=100, industry=EGY, sampling_method=ar1. at 1.05.
At seed=225, n=100, industry=EGY, sampling_method=ar1. at 1.36.
At seed=221, n=100, industry=EGY, sampling_method=garch. at 1.68.
At seed=222, n=100, industry=EGY, sampling_method=garch. at 1.99.
At seed=223, n=100, industry=EGY, sampling_method=garch. at 2.3.
At seed=224, n=100, industry=EGY, sampling_method=garch. at 2.62.
At seed=225, n=100, industry=EGY, sampling_method=garch. at 2.95.
At seed=221, n=100, industry=EGY, sampling_method=garch_ar1. at 3.27.
At seed=222, n=100, industry=EGY, sampling_method=garch_ar1. at 3.61.
At seed=223, n=100, industry=EGY, sampling_method=garch_ar1. at 3.95.
At seed=224, n=100, industry=EGY, sampling_method=garch_ar1. at 4.29.
At seed=225, n=100, industry=EGY, sampling_method=garch_ar1. at 4.65.
At seed=221, n=100, industry=EGY, sampling_method=mvn_arch. at 5.02.
At seed=222, n=100, industry=EGY, sampling_method=mvn_arch. at 5.46.
At seed=223, n=100, industry=EGY, sampling_method=mvn_arch. at 5.95.
At seed=224, n=100, industry=EGY, sampling_method=mvn_arch. at 6.41.
At seed=225, n=100, industry=EGY, sampling_method=mvn_arch. at 6.9.
At seed=221, n=200, industry=EGY, sampling_method=ar1. at 7.49.
At seed=222, n=200, industry=EGY, sampling_method=ar1. at 8.15.
At seed=223, n=200, industry=EGY, sampling_method=ar1. at 9.38.
At seed=224, n=200, industry=EGY, sampling_method=ar1. at 22.29.
At seed=225, n=200, industry=EGY, sampling_method=ar1. at 22.98.
At seed=221, n=200, industry=EGY, sampling_method=garch. at 23.67.
At seed=222, n=200, industry=EGY, sampling_method=garch. at 24.35.
At seed=223, n=200, industry=EGY, sampling_method=garch. at 25.03.
At seed=224, n=200, industry=EGY, sampling_method=garch. at 25.71.
At seed=225, n=200, industry=EGY, sampling_method=garch. at 26.38.
At seed=221, n=200, industry=EGY, sampling_method=garch_ar1. at 27.06.
At seed=222, n=200, industry=EGY, sampling_method=garch_ar1. at 27.75.
At seed=223, n=200, industry=EGY, sampling_method=garch_ar1. at 28.44.
At seed=224, n=200, industry=EGY, sampling_method=garch_ar1. at 29.13.
At seed=225, n=200, industry=EGY, sampling_method=garch_ar1. at 29.8.
At seed=221, n=200, industry=EGY, sampling_method=mvn_arch. at 30.47.
At seed=222, n=200, industry=EGY, sampling_method=mvn_arch. at 31.13.
At seed=223, n=200, industry=EGY, sampling_method=mvn_arch. at 31.79.
At seed=224, n=200, industry=EGY, sampling_method=mvn_arch. at 32.45.
At seed=225, n=200, industry=EGY, sampling_method=mvn_arch. at 33.12.
At seed=221, n=300, industry=EGY, sampling_method=ar1. at 33.78.
At seed=222, n=300, industry=EGY, sampling_method=ar1. at 34.73.
At seed=223, n=300, industry=EGY, sampling_method=ar1. at 35.68.
At seed=224, n=300, industry=EGY, sampling_method=ar1. at 36.62.
At seed=225, n=300, industry=EGY, sampling_method=ar1. at 37.57.
At seed=221, n=300, industry=EGY, sampling_method=garch. at 38.51.
At seed=222, n=300, industry=EGY, sampling_method=garch. at 39.48.
At seed=223, n=300, industry=EGY, sampling_method=garch. at 40.45.
At seed=224, n=300, industry=EGY, sampling_method=garch. at 41.43.
