Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-42-10/
At seed=26, n=100, industry=EGY, sampling_method=ar1. at 0.03.
At seed=27, n=100, industry=EGY, sampling_method=ar1. at 0.58.
At seed=28, n=100, industry=EGY, sampling_method=ar1. at 1.05.
At seed=29, n=100, industry=EGY, sampling_method=ar1. at 1.47.
At seed=30, n=100, industry=EGY, sampling_method=ar1. at 1.87.
At seed=26, n=100, industry=EGY, sampling_method=garch. at 2.25.
At seed=27, n=100, industry=EGY, sampling_method=garch. at 2.66.
At seed=28, n=100, industry=EGY, sampling_method=garch. at 3.06.
At seed=29, n=100, industry=EGY, sampling_method=garch. at 3.47.
At seed=30, n=100, industry=EGY, sampling_method=garch. at 3.88.
At seed=26, n=100, industry=EGY, sampling_method=garch_ar1. at 4.29.
At seed=27, n=100, industry=EGY, sampling_method=garch_ar1. at 4.7.
At seed=28, n=100, industry=EGY, sampling_method=garch_ar1. at 5.13.
At seed=29, n=100, industry=EGY, sampling_method=garch_ar1. at 5.57.
At seed=30, n=100, industry=EGY, sampling_method=garch_ar1. at 6.01.
At seed=26, n=100, industry=EGY, sampling_method=mvn_arch. at 6.45.
At seed=27, n=100, industry=EGY, sampling_method=mvn_arch. at 6.9.
At seed=28, n=100, industry=EGY, sampling_method=mvn_arch. at 7.34.
At seed=29, n=100, industry=EGY, sampling_method=mvn_arch. at 7.77.
At seed=30, n=100, industry=EGY, sampling_method=mvn_arch. at 8.22.
At seed=26, n=200, industry=EGY, sampling_method=ar1. at 8.66.
At seed=27, n=200, industry=EGY, sampling_method=ar1. at 9.39.
At seed=28, n=200, industry=EGY, sampling_method=ar1. at 10.11.
At seed=29, n=200, industry=EGY, sampling_method=ar1. at 10.84.
At seed=30, n=200, industry=EGY, sampling_method=ar1. at 11.58.
At seed=26, n=200, industry=EGY, sampling_method=garch. at 12.3.
At seed=27, n=200, industry=EGY, sampling_method=garch. at 13.05.
At seed=28, n=200, industry=EGY, sampling_method=garch. at 13.78.
At seed=29, n=200, industry=EGY, sampling_method=garch. at 14.51.
At seed=30, n=200, industry=EGY, sampling_method=garch. at 15.25.
At seed=26, n=200, industry=EGY, sampling_method=garch_ar1. at 15.98.
At seed=27, n=200, industry=EGY, sampling_method=garch_ar1. at 16.72.
At seed=28, n=200, industry=EGY, sampling_method=garch_ar1. at 17.45.
At seed=29, n=200, industry=EGY, sampling_method=garch_ar1. at 18.19.
