Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-41-44/
At seed=311, n=100, industry=EGY, sampling_method=ar1. at 0.11.
At seed=312, n=100, industry=EGY, sampling_method=ar1. at 0.41.
At seed=313, n=100, industry=EGY, sampling_method=ar1. at 0.69.
At seed=314, n=100, industry=EGY, sampling_method=ar1. at 0.94.
At seed=315, n=100, industry=EGY, sampling_method=ar1. at 1.21.
At seed=311, n=100, industry=EGY, sampling_method=garch. at 1.48.
At seed=312, n=100, industry=EGY, sampling_method=garch. at 1.8.
At seed=313, n=100, industry=EGY, sampling_method=garch. at 2.07.
At seed=314, n=100, industry=EGY, sampling_method=garch. at 2.37.
At seed=315, n=100, industry=EGY, sampling_method=garch. at 2.7.
At seed=311, n=100, industry=EGY, sampling_method=garch_ar1. at 3.02.
At seed=312, n=100, industry=EGY, sampling_method=garch_ar1. at 3.36.
At seed=313, n=100, industry=EGY, sampling_method=garch_ar1. at 3.68.
At seed=314, n=100, industry=EGY, sampling_method=garch_ar1. at 3.99.
At seed=315, n=100, industry=EGY, sampling_method=garch_ar1. at 4.3.
At seed=311, n=100, industry=EGY, sampling_method=mvn_arch. at 4.61.
At seed=312, n=100, industry=EGY, sampling_method=mvn_arch. at 5.01.
At seed=313, n=100, industry=EGY, sampling_method=mvn_arch. at 5.32.
At seed=314, n=100, industry=EGY, sampling_method=mvn_arch. at 5.66.
At seed=315, n=100, industry=EGY, sampling_method=mvn_arch. at 5.96.
At seed=311, n=200, industry=EGY, sampling_method=ar1. at 6.28.
At seed=312, n=200, industry=EGY, sampling_method=ar1. at 6.77.
At seed=313, n=200, industry=EGY, sampling_method=ar1. at 7.23.
At seed=314, n=200, industry=EGY, sampling_method=ar1. at 7.69.
At seed=315, n=200, industry=EGY, sampling_method=ar1. at 8.18.
At seed=311, n=200, industry=EGY, sampling_method=garch. at 8.69.
At seed=312, n=200, industry=EGY, sampling_method=garch. at 9.18.
At seed=313, n=200, industry=EGY, sampling_method=garch. at 9.76.
At seed=314, n=200, industry=EGY, sampling_method=garch. at 10.32.
At seed=315, n=200, industry=EGY, sampling_method=garch. at 10.91.
At seed=311, n=200, industry=EGY, sampling_method=garch_ar1. at 11.58.
At seed=312, n=200, industry=EGY, sampling_method=garch_ar1. at 12.56.
At seed=313, n=200, industry=EGY, sampling_method=garch_ar1. at 25.73.
At seed=314, n=200, industry=EGY, sampling_method=garch_ar1. at 26.13.
At seed=315, n=200, industry=EGY, sampling_method=garch_ar1. at 26.51.
At seed=311, n=200, industry=EGY, sampling_method=mvn_arch. at 26.88.
At seed=312, n=200, industry=EGY, sampling_method=mvn_arch. at 27.25.
At seed=313, n=200, industry=EGY, sampling_method=mvn_arch. at 27.62.
At seed=314, n=200, industry=EGY, sampling_method=mvn_arch. at 28.0.
At seed=315, n=200, industry=EGY, sampling_method=mvn_arch. at 28.38.
At seed=311, n=300, industry=EGY, sampling_method=ar1. at 28.77.
At seed=312, n=300, industry=EGY, sampling_method=ar1. at 29.29.
At seed=313, n=300, industry=EGY, sampling_method=ar1. at 29.83.
At seed=314, n=300, industry=EGY, sampling_method=ar1. at 30.34.
At seed=315, n=300, industry=EGY, sampling_method=ar1. at 30.87.
At seed=311, n=300, industry=EGY, sampling_method=garch. at 31.38.
At seed=312, n=300, industry=EGY, sampling_method=garch. at 31.93.
At seed=313, n=300, industry=EGY, sampling_method=garch. at 32.49.
At seed=314, n=300, industry=EGY, sampling_method=garch. at 33.02.
At seed=315, n=300, industry=EGY, sampling_method=garch. at 33.54.
At seed=311, n=300, industry=EGY, sampling_method=garch_ar1. at 34.06.
At seed=312, n=300, industry=EGY, sampling_method=garch_ar1. at 34.61.
At seed=313, n=300, industry=EGY, sampling_method=garch_ar1. at 35.13.
At seed=314, n=300, industry=EGY, sampling_method=garch_ar1. at 35.72.
At seed=315, n=300, industry=EGY, sampling_method=garch_ar1. at 36.24.
At seed=311, n=300, industry=EGY, sampling_method=mvn_arch. at 36.76.
At seed=312, n=300, industry=EGY, sampling_method=mvn_arch. at 37.28.
At seed=313, n=300, industry=EGY, sampling_method=mvn_arch. at 37.84.
At seed=314, n=300, industry=EGY, sampling_method=mvn_arch. at 38.36.
At seed=315, n=300, industry=EGY, sampling_method=mvn_arch. at 38.89.
At seed=311, n=400, industry=EGY, sampling_method=ar1. at 39.41.
At seed=312, n=400, industry=EGY, sampling_method=ar1. at 40.14.
At seed=313, n=400, industry=EGY, sampling_method=ar1. at 40.86.
At seed=314, n=400, industry=EGY, sampling_method=ar1. at 41.58.
At seed=315, n=400, industry=EGY, sampling_method=ar1. at 42.29.
At seed=311, n=400, industry=EGY, sampling_method=garch. at 43.01.
At seed=312, n=400, industry=EGY, sampling_method=garch. at 43.76.
At seed=313, n=400, industry=EGY, sampling_method=garch. at 44.5.
At seed=314, n=400, industry=EGY, sampling_method=garch. at 45.24.
At seed=315, n=400, industry=EGY, sampling_method=garch. at 45.98.
At seed=311, n=400, industry=EGY, sampling_method=garch_ar1. at 46.71.
At seed=312, n=400, industry=EGY, sampling_method=garch_ar1. at 47.45.
At seed=313, n=400, industry=EGY, sampling_method=garch_ar1. at 48.21.
At seed=314, n=400, industry=EGY, sampling_method=garch_ar1. at 48.96.
At seed=315, n=400, industry=EGY, sampling_method=garch_ar1. at 49.7.
At seed=311, n=400, industry=EGY, sampling_method=mvn_arch. at 50.44.
At seed=312, n=400, industry=EGY, sampling_method=mvn_arch. at 51.17.
At seed=313, n=400, industry=EGY, sampling_method=mvn_arch. at 51.9.
At seed=314, n=400, industry=EGY, sampling_method=mvn_arch. at 52.64.
At seed=315, n=400, industry=EGY, sampling_method=mvn_arch. at 53.36.
At seed=311, n=500, industry=EGY, sampling_method=ar1. at 54.09.
At seed=312, n=500, industry=EGY, sampling_method=ar1. at 54.9.
At seed=313, n=500, industry=EGY, sampling_method=ar1. at 55.72.
At seed=314, n=500, industry=EGY, sampling_method=ar1. at 56.54.
At seed=315, n=500, industry=EGY, sampling_method=ar1. at 57.36.
At seed=311, n=500, industry=EGY, sampling_method=garch. at 58.18.
At seed=312, n=500, industry=EGY, sampling_method=garch. at 59.02.
At seed=313, n=500, industry=EGY, sampling_method=garch. at 59.86.
At seed=314, n=500, industry=EGY, sampling_method=garch. at 60.71.
At seed=315, n=500, industry=EGY, sampling_method=garch. at 61.55.
At seed=311, n=500, industry=EGY, sampling_method=garch_ar1. at 62.39.
At seed=312, n=500, industry=EGY, sampling_method=garch_ar1. at 63.24.
At seed=313, n=500, industry=EGY, sampling_method=garch_ar1. at 64.09.
At seed=314, n=500, industry=EGY, sampling_method=garch_ar1. at 64.93.
At seed=315, n=500, industry=EGY, sampling_method=garch_ar1. at 65.79.
At seed=311, n=500, industry=EGY, sampling_method=mvn_arch. at 66.64.
At seed=312, n=500, industry=EGY, sampling_method=mvn_arch. at 67.47.
At seed=313, n=500, industry=EGY, sampling_method=mvn_arch. at 68.31.
At seed=314, n=500, industry=EGY, sampling_method=mvn_arch. at 69.14.
At seed=315, n=500, industry=EGY, sampling_method=mvn_arch. at 69.99.
At seed=311, n=100, industry=FIN, sampling_method=ar1. at 70.82.
At seed=312, n=100, industry=FIN, sampling_method=ar1. at 71.98.
At seed=313, n=100, industry=FIN, sampling_method=ar1. at 73.13.
At seed=314, n=100, industry=FIN, sampling_method=ar1. at 74.28.
At seed=315, n=100, industry=FIN, sampling_method=ar1. at 75.43.
At seed=311, n=100, industry=FIN, sampling_method=garch. at 76.64.
At seed=312, n=100, industry=FIN, sampling_method=garch. at 77.89.
At seed=313, n=100, industry=FIN, sampling_method=garch. at 79.1.
At seed=314, n=100, industry=FIN, sampling_method=garch. at 80.29.
At seed=315, n=100, industry=FIN, sampling_method=garch. at 81.49.
At seed=311, n=100, industry=FIN, sampling_method=garch_ar1. at 82.69.
At seed=312, n=100, industry=FIN, sampling_method=garch_ar1. at 83.91.
At seed=313, n=100, industry=FIN, sampling_method=garch_ar1. at 85.11.
At seed=314, n=100, industry=FIN, sampling_method=garch_ar1. at 86.31.
At seed=315, n=100, industry=FIN, sampling_method=garch_ar1. at 87.51.
At seed=311, n=100, industry=FIN, sampling_method=mvn_arch. at 88.71.
At seed=312, n=100, industry=FIN, sampling_method=mvn_arch. at 89.91.
At seed=313, n=100, industry=FIN, sampling_method=mvn_arch. at 91.09.
At seed=314, n=100, industry=FIN, sampling_method=mvn_arch. at 92.27.
At seed=315, n=100, industry=FIN, sampling_method=mvn_arch. at 93.46.
At seed=311, n=200, industry=FIN, sampling_method=ar1. at 94.66.
At seed=312, n=200, industry=FIN, sampling_method=ar1. at 96.37.
At seed=313, n=200, industry=FIN, sampling_method=ar1. at 98.08.
At seed=314, n=200, industry=FIN, sampling_method=ar1. at 99.82.
At seed=315, n=200, industry=FIN, sampling_method=ar1. at 101.6.
At seed=311, n=200, industry=FIN, sampling_method=garch. at 103.37.
At seed=312, n=200, industry=FIN, sampling_method=garch. at 105.16.
At seed=313, n=200, industry=FIN, sampling_method=garch. at 106.93.
At seed=314, n=200, industry=FIN, sampling_method=garch. at 108.71.
At seed=315, n=200, industry=FIN, sampling_method=garch. at 110.44.
At seed=311, n=200, industry=FIN, sampling_method=garch_ar1. at 112.17.
At seed=312, n=200, industry=FIN, sampling_method=garch_ar1. at 113.87.
At seed=313, n=200, industry=FIN, sampling_method=garch_ar1. at 115.65.
At seed=314, n=200, industry=FIN, sampling_method=garch_ar1. at 117.45.
At seed=315, n=200, industry=FIN, sampling_method=garch_ar1. at 119.23.
At seed=311, n=200, industry=FIN, sampling_method=mvn_arch. at 121.02.
At seed=312, n=200, industry=FIN, sampling_method=mvn_arch. at 122.77.
At seed=313, n=200, industry=FIN, sampling_method=mvn_arch. at 124.5.
At seed=314, n=200, industry=FIN, sampling_method=mvn_arch. at 126.24.
At seed=315, n=200, industry=FIN, sampling_method=mvn_arch. at 128.01.
At seed=311, n=300, industry=FIN, sampling_method=ar1. at 129.69.
At seed=312, n=300, industry=FIN, sampling_method=ar1. at 131.79.
At seed=313, n=300, industry=FIN, sampling_method=ar1. at 133.93.
At seed=314, n=300, industry=FIN, sampling_method=ar1. at 136.02.
At seed=315, n=300, industry=FIN, sampling_method=ar1. at 138.12.
At seed=311, n=300, industry=FIN, sampling_method=garch. at 140.25.
At seed=312, n=300, industry=FIN, sampling_method=garch. at 142.36.
At seed=313, n=300, industry=FIN, sampling_method=garch. at 144.48.
At seed=314, n=300, industry=FIN, sampling_method=garch. at 146.58.
At seed=315, n=300, industry=FIN, sampling_method=garch. at 148.77.
At seed=311, n=300, industry=FIN, sampling_method=garch_ar1. at 150.92.
At seed=312, n=300, industry=FIN, sampling_method=garch_ar1. at 153.07.
