Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-42-57/
At seed=361, n=100, industry=EGY, sampling_method=ar1. at 0.05.
At seed=362, n=100, industry=EGY, sampling_method=ar1. at 0.84.
At seed=363, n=100, industry=EGY, sampling_method=ar1. at 1.32.
At seed=364, n=100, industry=EGY, sampling_method=ar1. at 1.77.
At seed=365, n=100, industry=EGY, sampling_method=ar1. at 2.46.
At seed=361, n=100, industry=EGY, sampling_method=garch. at 2.9.
At seed=362, n=100, industry=EGY, sampling_method=garch. at 3.41.
At seed=363, n=100, industry=EGY, sampling_method=garch. at 3.98.
At seed=364, n=100, industry=EGY, sampling_method=garch. at 4.41.
At seed=365, n=100, industry=EGY, sampling_method=garch. at 4.85.
At seed=361, n=100, industry=EGY, sampling_method=garch_ar1. at 5.39.
At seed=362, n=100, industry=EGY, sampling_method=garch_ar1. at 5.83.
At seed=363, n=100, industry=EGY, sampling_method=garch_ar1. at 6.27.
At seed=364, n=100, industry=EGY, sampling_method=garch_ar1. at 6.71.
At seed=365, n=100, industry=EGY, sampling_method=garch_ar1. at 7.15.
At seed=361, n=100, industry=EGY, sampling_method=mvn_arch. at 7.61.
At seed=362, n=100, industry=EGY, sampling_method=mvn_arch. at 8.05.
At seed=363, n=100, industry=EGY, sampling_method=mvn_arch. at 8.49.
At seed=364, n=100, industry=EGY, sampling_method=mvn_arch. at 8.93.
At seed=365, n=100, industry=EGY, sampling_method=mvn_arch. at 9.49.
At seed=361, n=200, industry=EGY, sampling_method=ar1. at 9.95.
At seed=362, n=200, industry=EGY, sampling_method=ar1. at 10.72.
At seed=363, n=200, industry=EGY, sampling_method=ar1. at 11.47.
At seed=364, n=200, industry=EGY, sampling_method=ar1. at 12.22.
At seed=365, n=200, industry=EGY, sampling_method=ar1. at 12.98.
At seed=361, n=200, industry=EGY, sampling_method=garch. at 13.73.
At seed=362, n=200, industry=EGY, sampling_method=garch. at 14.49.
At seed=363, n=200, industry=EGY, sampling_method=garch. at 15.25.
At seed=364, n=200, industry=EGY, sampling_method=garch. at 16.01.
At seed=365, n=200, industry=EGY, sampling_method=garch. at 16.77.
At seed=361, n=200, industry=EGY, sampling_method=garch_ar1. at 17.6.
At seed=362, n=200, industry=EGY, sampling_method=garch_ar1. at 18.36.
At seed=363, n=200, industry=EGY, sampling_method=garch_ar1. at 19.13.
At seed=364, n=200, industry=EGY, sampling_method=garch_ar1. at 19.89.
At seed=365, n=200, industry=EGY, sampling_method=garch_ar1. at 20.7.
At seed=361, n=200, industry=EGY, sampling_method=mvn_arch. at 21.47.
At seed=362, n=200, industry=EGY, sampling_method=mvn_arch. at 22.23.
At seed=363, n=200, industry=EGY, sampling_method=mvn_arch. at 23.14.
At seed=364, n=200, industry=EGY, sampling_method=mvn_arch. at 23.91.
At seed=365, n=200, industry=EGY, sampling_method=mvn_arch. at 24.67.
At seed=361, n=300, industry=EGY, sampling_method=ar1. at 25.42.
At seed=362, n=300, industry=EGY, sampling_method=ar1. at 26.45.
At seed=363, n=300, industry=EGY, sampling_method=ar1. at 27.49.
At seed=364, n=300, industry=EGY, sampling_method=ar1. at 28.54.
At seed=365, n=300, industry=EGY, sampling_method=ar1. at 29.58.
At seed=361, n=300, industry=EGY, sampling_method=garch. at 30.61.
At seed=362, n=300, industry=EGY, sampling_method=garch. at 31.67.
At seed=363, n=300, industry=EGY, sampling_method=garch. at 32.74.
At seed=364, n=300, industry=EGY, sampling_method=garch. at 33.79.
At seed=365, n=300, industry=EGY, sampling_method=garch. at 34.87.
At seed=361, n=300, industry=EGY, sampling_method=garch_ar1. at 35.95.
At seed=362, n=300, industry=EGY, sampling_method=garch_ar1. at 37.01.
At seed=363, n=300, industry=EGY, sampling_method=garch_ar1. at 38.08.
At seed=364, n=300, industry=EGY, sampling_method=garch_ar1. at 39.14.
At seed=365, n=300, industry=EGY, sampling_method=garch_ar1. at 40.21.
At seed=361, n=300, industry=EGY, sampling_method=mvn_arch. at 41.27.
At seed=362, n=300, industry=EGY, sampling_method=mvn_arch. at 42.33.
At seed=363, n=300, industry=EGY, sampling_method=mvn_arch. at 43.37.
At seed=364, n=300, industry=EGY, sampling_method=mvn_arch. at 44.43.
At seed=365, n=300, industry=EGY, sampling_method=mvn_arch. at 45.48.
At seed=361, n=400, industry=EGY, sampling_method=ar1. at 46.53.
At seed=362, n=400, industry=EGY, sampling_method=ar1. at 48.01.
At seed=363, n=400, industry=EGY, sampling_method=ar1. at 49.49.
At seed=364, n=400, industry=EGY, sampling_method=ar1. at 50.97.
At seed=365, n=400, industry=EGY, sampling_method=ar1. at 52.45.
At seed=361, n=400, industry=EGY, sampling_method=garch. at 53.93.
At seed=362, n=400, industry=EGY, sampling_method=garch. at 55.41.
At seed=363, n=400, industry=EGY, sampling_method=garch. at 56.91.
At seed=364, n=400, industry=EGY, sampling_method=garch. at 58.4.
At seed=365, n=400, industry=EGY, sampling_method=garch. at 59.91.
At seed=361, n=400, industry=EGY, sampling_method=garch_ar1. at 61.41.
At seed=362, n=400, industry=EGY, sampling_method=garch_ar1. at 62.95.
At seed=363, n=400, industry=EGY, sampling_method=garch_ar1. at 64.43.
At seed=364, n=400, industry=EGY, sampling_method=garch_ar1. at 65.95.
At seed=365, n=400, industry=EGY, sampling_method=garch_ar1. at 67.46.
At seed=361, n=400, industry=EGY, sampling_method=mvn_arch. at 68.94.
At seed=362, n=400, industry=EGY, sampling_method=mvn_arch. at 70.42.
At seed=363, n=400, industry=EGY, sampling_method=mvn_arch. at 71.9.
At seed=364, n=400, industry=EGY, sampling_method=mvn_arch. at 73.36.
At seed=365, n=400, industry=EGY, sampling_method=mvn_arch. at 74.83.
At seed=361, n=500, industry=EGY, sampling_method=ar1. at 76.28.
