Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-44-48/
At seed=256, n=100, industry=EGY, sampling_method=ar1. at 0.14.
At seed=257, n=100, industry=EGY, sampling_method=ar1. at 0.46.
At seed=258, n=100, industry=EGY, sampling_method=ar1. at 0.77.
At seed=259, n=100, industry=EGY, sampling_method=ar1. at 1.08.
At seed=260, n=100, industry=EGY, sampling_method=ar1. at 1.39.
At seed=256, n=100, industry=EGY, sampling_method=garch. at 1.71.
At seed=257, n=100, industry=EGY, sampling_method=garch. at 2.02.
At seed=258, n=100, industry=EGY, sampling_method=garch. at 2.34.
At seed=259, n=100, industry=EGY, sampling_method=garch. at 2.66.
At seed=260, n=100, industry=EGY, sampling_method=garch. at 2.98.
At seed=256, n=100, industry=EGY, sampling_method=garch_ar1. at 3.32.
At seed=257, n=100, industry=EGY, sampling_method=garch_ar1. at 3.68.
At seed=258, n=100, industry=EGY, sampling_method=garch_ar1. at 4.01.
At seed=259, n=100, industry=EGY, sampling_method=garch_ar1. at 4.37.
At seed=260, n=100, industry=EGY, sampling_method=garch_ar1. at 4.73.
At seed=256, n=100, industry=EGY, sampling_method=mvn_arch. at 5.13.
At seed=257, n=100, industry=EGY, sampling_method=mvn_arch. at 5.56.
At seed=258, n=100, industry=EGY, sampling_method=mvn_arch. at 6.01.
At seed=259, n=100, industry=EGY, sampling_method=mvn_arch. at 6.48.
At seed=260, n=100, industry=EGY, sampling_method=mvn_arch. at 6.94.
At seed=256, n=200, industry=EGY, sampling_method=ar1. at 7.57.
At seed=257, n=200, industry=EGY, sampling_method=ar1. at 8.6.
At seed=258, n=200, industry=EGY, sampling_method=ar1. at 9.64.
At seed=259, n=200, industry=EGY, sampling_method=ar1. at 22.3.
At seed=260, n=200, industry=EGY, sampling_method=ar1. at 22.98.
At seed=256, n=200, industry=EGY, sampling_method=garch. at 23.66.
At seed=257, n=200, industry=EGY, sampling_method=garch. at 24.35.
At seed=258, n=200, industry=EGY, sampling_method=garch. at 25.02.
At seed=259, n=200, industry=EGY, sampling_method=garch. at 25.7.
At seed=260, n=200, industry=EGY, sampling_method=garch. at 26.37.
At seed=256, n=200, industry=EGY, sampling_method=garch_ar1. at 27.04.
At seed=257, n=200, industry=EGY, sampling_method=garch_ar1. at 27.73.
At seed=258, n=200, industry=EGY, sampling_method=garch_ar1. at 28.42.
At seed=259, n=200, industry=EGY, sampling_method=garch_ar1. at 29.1.
At seed=260, n=200, industry=EGY, sampling_method=garch_ar1. at 29.78.
At seed=256, n=200, industry=EGY, sampling_method=mvn_arch. at 30.45.
At seed=257, n=200, industry=EGY, sampling_method=mvn_arch. at 31.1.
At seed=258, n=200, industry=EGY, sampling_method=mvn_arch. at 31.77.
