Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-41-46/
At seed=111, n=100, industry=EGY, sampling_method=ar1. at 0.23.
At seed=112, n=100, industry=EGY, sampling_method=ar1. at 0.74.
At seed=113, n=100, industry=EGY, sampling_method=ar1. at 1.22.
At seed=114, n=100, industry=EGY, sampling_method=ar1. at 1.82.
At seed=115, n=100, industry=EGY, sampling_method=ar1. at 2.31.
At seed=111, n=100, industry=EGY, sampling_method=garch. at 2.94.
At seed=112, n=100, industry=EGY, sampling_method=garch. at 3.49.
At seed=113, n=100, industry=EGY, sampling_method=garch. at 3.99.
At seed=114, n=100, industry=EGY, sampling_method=garch. at 4.56.
At seed=115, n=100, industry=EGY, sampling_method=garch. at 5.11.
At seed=111, n=100, industry=EGY, sampling_method=garch_ar1. at 5.67.
At seed=112, n=100, industry=EGY, sampling_method=garch_ar1. at 6.2.
At seed=113, n=100, industry=EGY, sampling_method=garch_ar1. at 6.78.
At seed=114, n=100, industry=EGY, sampling_method=garch_ar1. at 7.33.
At seed=115, n=100, industry=EGY, sampling_method=garch_ar1. at 7.89.
At seed=111, n=100, industry=EGY, sampling_method=mvn_arch. at 8.54.
At seed=112, n=100, industry=EGY, sampling_method=mvn_arch. at 9.33.
At seed=113, n=100, industry=EGY, sampling_method=mvn_arch. at 10.48.
At seed=114, n=100, industry=EGY, sampling_method=mvn_arch. at 23.23.
At seed=115, n=100, industry=EGY, sampling_method=mvn_arch. at 23.69.
At seed=111, n=200, industry=EGY, sampling_method=ar1. at 24.13.
At seed=112, n=200, industry=EGY, sampling_method=ar1. at 24.84.
At seed=113, n=200, industry=EGY, sampling_method=ar1. at 25.56.
At seed=114, n=200, industry=EGY, sampling_method=ar1. at 26.29.
At seed=115, n=200, industry=EGY, sampling_method=ar1. at 27.01.
At seed=111, n=200, industry=EGY, sampling_method=garch. at 27.73.
At seed=112, n=200, industry=EGY, sampling_method=garch. at 28.48.
At seed=113, n=200, industry=EGY, sampling_method=garch. at 29.2.
At seed=114, n=200, industry=EGY, sampling_method=garch. at 29.94.
At seed=115, n=200, industry=EGY, sampling_method=garch. at 30.66.
At seed=111, n=200, industry=EGY, sampling_method=garch_ar1. at 31.39.
At seed=112, n=200, industry=EGY, sampling_method=garch_ar1. at 32.11.
At seed=113, n=200, industry=EGY, sampling_method=garch_ar1. at 32.83.
At seed=114, n=200, industry=EGY, sampling_method=garch_ar1. at 33.55.
At seed=115, n=200, industry=EGY, sampling_method=garch_ar1. at 34.27.
At seed=111, n=200, industry=EGY, sampling_method=mvn_arch. at 35.0.
At seed=112, n=200, industry=EGY, sampling_method=mvn_arch. at 35.72.
At seed=113, n=200, industry=EGY, sampling_method=mvn_arch. at 36.45.
At seed=114, n=200, industry=EGY, sampling_method=mvn_arch. at 37.17.
At seed=115, n=200, industry=EGY, sampling_method=mvn_arch. at 37.9.
At seed=111, n=300, industry=EGY, sampling_method=ar1. at 38.62.
At seed=112, n=300, industry=EGY, sampling_method=ar1. at 39.63.
At seed=113, n=300, industry=EGY, sampling_method=ar1. at 40.64.
At seed=114, n=300, industry=EGY, sampling_method=ar1. at 41.67.
At seed=115, n=300, industry=EGY, sampling_method=ar1. at 42.68.
At seed=111, n=300, industry=EGY, sampling_method=garch. at 43.69.
At seed=112, n=300, industry=EGY, sampling_method=garch. at 44.72.
At seed=113, n=300, industry=EGY, sampling_method=garch. at 45.75.
At seed=114, n=300, industry=EGY, sampling_method=garch. at 46.78.
At seed=115, n=300, industry=EGY, sampling_method=garch. at 47.8.
At seed=111, n=300, industry=EGY, sampling_method=garch_ar1. at 48.84.
At seed=112, n=300, industry=EGY, sampling_method=garch_ar1. at 49.88.
At seed=113, n=300, industry=EGY, sampling_method=garch_ar1. at 50.91.
At seed=114, n=300, industry=EGY, sampling_method=garch_ar1. at 51.94.
At seed=115, n=300, industry=EGY, sampling_method=garch_ar1. at 52.99.
At seed=111, n=300, industry=EGY, sampling_method=mvn_arch. at 54.01.
At seed=112, n=300, industry=EGY, sampling_method=mvn_arch. at 55.05.
At seed=113, n=300, industry=EGY, sampling_method=mvn_arch. at 56.07.
At seed=114, n=300, industry=EGY, sampling_method=mvn_arch. at 57.1.
At seed=115, n=300, industry=EGY, sampling_method=mvn_arch. at 58.12.
At seed=111, n=400, industry=EGY, sampling_method=ar1. at 59.15.
At seed=112, n=400, industry=EGY, sampling_method=ar1. at 60.47.
At seed=113, n=400, industry=EGY, sampling_method=ar1. at 61.78.
