Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-44-52/
At seed=181, n=100, industry=EGY, sampling_method=ar1. at 0.2.
At seed=182, n=100, industry=EGY, sampling_method=ar1. at 0.58.
At seed=183, n=100, industry=EGY, sampling_method=ar1. at 1.01.
At seed=184, n=100, industry=EGY, sampling_method=ar1. at 1.46.
At seed=185, n=100, industry=EGY, sampling_method=ar1. at 1.95.
At seed=181, n=100, industry=EGY, sampling_method=garch. at 2.46.
At seed=182, n=100, industry=EGY, sampling_method=garch. at 2.96.
At seed=183, n=100, industry=EGY, sampling_method=garch. at 3.57.
At seed=184, n=100, industry=EGY, sampling_method=garch. at 4.5.
At seed=185, n=100, industry=EGY, sampling_method=garch. at 5.36.
At seed=181, n=100, industry=EGY, sampling_method=garch_ar1. at 17.54.
At seed=182, n=100, industry=EGY, sampling_method=garch_ar1. at 17.96.
At seed=183, n=100, industry=EGY, sampling_method=garch_ar1. at 18.37.
At seed=184, n=100, industry=EGY, sampling_method=garch_ar1. at 18.79.
At seed=185, n=100, industry=EGY, sampling_method=garch_ar1. at 19.19.
At seed=181, n=100, industry=EGY, sampling_method=mvn_arch. at 19.59.
At seed=182, n=100, industry=EGY, sampling_method=mvn_arch. at 19.99.
At seed=183, n=100, industry=EGY, sampling_method=mvn_arch. at 20.38.
At seed=184, n=100, industry=EGY, sampling_method=mvn_arch. at 20.77.
At seed=185, n=100, industry=EGY, sampling_method=mvn_arch. at 21.17.
At seed=181, n=200, industry=EGY, sampling_method=ar1. at 21.55.
At seed=182, n=200, industry=EGY, sampling_method=ar1. at 22.21.
At seed=183, n=200, industry=EGY, sampling_method=ar1. at 22.88.
At seed=184, n=200, industry=EGY, sampling_method=ar1. at 23.56.
At seed=185, n=200, industry=EGY, sampling_method=ar1. at 24.24.
At seed=181, n=200, industry=EGY, sampling_method=garch. at 24.9.
At seed=182, n=200, industry=EGY, sampling_method=garch. at 25.56.
At seed=183, n=200, industry=EGY, sampling_method=garch. at 26.23.
At seed=184, n=200, industry=EGY, sampling_method=garch. at 26.9.
At seed=185, n=200, industry=EGY, sampling_method=garch. at 27.57.
At seed=181, n=200, industry=EGY, sampling_method=garch_ar1. at 28.23.
At seed=182, n=200, industry=EGY, sampling_method=garch_ar1. at 28.9.
At seed=183, n=200, industry=EGY, sampling_method=garch_ar1. at 29.57.
At seed=184, n=200, industry=EGY, sampling_method=garch_ar1. at 30.25.
At seed=185, n=200, industry=EGY, sampling_method=garch_ar1. at 30.92.
At seed=181, n=200, industry=EGY, sampling_method=mvn_arch. at 31.59.
At seed=182, n=200, industry=EGY, sampling_method=mvn_arch. at 32.25.
At seed=183, n=200, industry=EGY, sampling_method=mvn_arch. at 32.92.
At seed=184, n=200, industry=EGY, sampling_method=mvn_arch. at 33.58.
At seed=185, n=200, industry=EGY, sampling_method=mvn_arch. at 34.24.
At seed=181, n=300, industry=EGY, sampling_method=ar1. at 34.9.
At seed=182, n=300, industry=EGY, sampling_method=ar1. at 35.86.
At seed=183, n=300, industry=EGY, sampling_method=ar1. at 36.81.
At seed=184, n=300, industry=EGY, sampling_method=ar1. at 37.77.
At seed=185, n=300, industry=EGY, sampling_method=ar1. at 38.73.
At seed=181, n=300, industry=EGY, sampling_method=garch. at 39.66.
At seed=182, n=300, industry=EGY, sampling_method=garch. at 40.62.
At seed=183, n=300, industry=EGY, sampling_method=garch. at 41.57.
At seed=184, n=300, industry=EGY, sampling_method=garch. at 42.52.
At seed=185, n=300, industry=EGY, sampling_method=garch. at 43.48.
At seed=181, n=300, industry=EGY, sampling_method=garch_ar1. at 44.44.
At seed=182, n=300, industry=EGY, sampling_method=garch_ar1. at 45.38.
At seed=183, n=300, industry=EGY, sampling_method=garch_ar1. at 46.31.
At seed=184, n=300, industry=EGY, sampling_method=garch_ar1. at 47.24.
At seed=185, n=300, industry=EGY, sampling_method=garch_ar1. at 48.17.
At seed=181, n=300, industry=EGY, sampling_method=mvn_arch. at 49.1.
At seed=182, n=300, industry=EGY, sampling_method=mvn_arch. at 50.02.
At seed=183, n=300, industry=EGY, sampling_method=mvn_arch. at 50.94.
At seed=184, n=300, industry=EGY, sampling_method=mvn_arch. at 51.84.
At seed=185, n=300, industry=EGY, sampling_method=mvn_arch. at 52.74.
At seed=181, n=400, industry=EGY, sampling_method=ar1. at 53.64.
At seed=182, n=400, industry=EGY, sampling_method=ar1. at 54.91.
At seed=183, n=400, industry=EGY, sampling_method=ar1. at 56.2.
At seed=184, n=400, industry=EGY, sampling_method=ar1. at 57.48.
At seed=185, n=400, industry=EGY, sampling_method=ar1. at 58.73.
At seed=181, n=400, industry=EGY, sampling_method=garch. at 59.97.
