Output directory is /home/users/aspector/mosaic/mosaic_factor_paper/sim_data/robustness_sims/2025-09-01/21-48-40/
At seed=486, n=100, industry=EGY, sampling_method=ar1. at 0.12.
At seed=487, n=100, industry=EGY, sampling_method=ar1. at 0.43.
At seed=488, n=100, industry=EGY, sampling_method=ar1. at 0.68.
At seed=489, n=100, industry=EGY, sampling_method=ar1. at 0.96.
At seed=490, n=100, industry=EGY, sampling_method=ar1. at 1.2.
At seed=486, n=100, industry=EGY, sampling_method=garch. at 1.42.
At seed=487, n=100, industry=EGY, sampling_method=garch. at 1.65.
At seed=488, n=100, industry=EGY, sampling_method=garch. at 1.88.
At seed=489, n=100, industry=EGY, sampling_method=garch. at 2.1.
At seed=490, n=100, industry=EGY, sampling_method=garch. at 2.33.
At seed=486, n=100, industry=EGY, sampling_method=garch_ar1. at 2.56.
At seed=487, n=100, industry=EGY, sampling_method=garch_ar1. at 2.78.
At seed=488, n=100, industry=EGY, sampling_method=garch_ar1. at 3.01.
At seed=489, n=100, industry=EGY, sampling_method=garch_ar1. at 3.23.
At seed=490, n=100, industry=EGY, sampling_method=garch_ar1. at 3.46.
At seed=486, n=100, industry=EGY, sampling_method=mvn_arch. at 3.69.
At seed=487, n=100, industry=EGY, sampling_method=mvn_arch. at 3.91.
At seed=488, n=100, industry=EGY, sampling_method=mvn_arch. at 4.14.
At seed=489, n=100, industry=EGY, sampling_method=mvn_arch. at 4.36.
At seed=490, n=100, industry=EGY, sampling_method=mvn_arch. at 4.58.
At seed=486, n=200, industry=EGY, sampling_method=ar1. at 4.81.
At seed=487, n=200, industry=EGY, sampling_method=ar1. at 5.18.
At seed=488, n=200, industry=EGY, sampling_method=ar1. at 5.56.
At seed=489, n=200, industry=EGY, sampling_method=ar1. at 5.93.
At seed=490, n=200, industry=EGY, sampling_method=ar1. at 6.3.
At seed=486, n=200, industry=EGY, sampling_method=garch. at 6.67.
At seed=487, n=200, industry=EGY, sampling_method=garch. at 7.06.
At seed=488, n=200, industry=EGY, sampling_method=garch. at 7.43.
At seed=489, n=200, industry=EGY, sampling_method=garch. at 7.81.
At seed=490, n=200, industry=EGY, sampling_method=garch. at 8.2.
At seed=486, n=200, industry=EGY, sampling_method=garch_ar1. at 8.58.
At seed=487, n=200, industry=EGY, sampling_method=garch_ar1. at 8.96.
At seed=488, n=200, industry=EGY, sampling_method=garch_ar1. at 9.34.
At seed=489, n=200, industry=EGY, sampling_method=garch_ar1. at 9.72.
At seed=490, n=200, industry=EGY, sampling_method=garch_ar1. at 10.1.
At seed=486, n=200, industry=EGY, sampling_method=mvn_arch. at 10.48.
At seed=487, n=200, industry=EGY, sampling_method=mvn_arch. at 10.85.
At seed=488, n=200, industry=EGY, sampling_method=mvn_arch. at 11.23.
At seed=489, n=200, industry=EGY, sampling_method=mvn_arch. at 11.6.
At seed=490, n=200, industry=EGY, sampling_method=mvn_arch. at 11.97.
At seed=486, n=300, industry=EGY, sampling_method=ar1. at 12.35.
At seed=487, n=300, industry=EGY, sampling_method=ar1. at 12.89.
At seed=488, n=300, industry=EGY, sampling_method=ar1. at 13.42.
At seed=489, n=300, industry=EGY, sampling_method=ar1. at 13.96.
At seed=490, n=300, industry=EGY, sampling_method=ar1. at 14.5.
At seed=486, n=300, industry=EGY, sampling_method=garch. at 15.03.
At seed=487, n=300, industry=EGY, sampling_method=garch. at 15.57.
At seed=488, n=300, industry=EGY, sampling_method=garch. at 16.12.
At seed=489, n=300, industry=EGY, sampling_method=garch. at 16.67.
At seed=490, n=300, industry=EGY, sampling_method=garch. at 17.21.
At seed=486, n=300, industry=EGY, sampling_method=garch_ar1. at 17.76.
At seed=487, n=300, industry=EGY, sampling_method=garch_ar1. at 18.31.
At seed=488, n=300, industry=EGY, sampling_method=garch_ar1. at 18.86.
At seed=489, n=300, industry=EGY, sampling_method=garch_ar1. at 19.4.
At seed=490, n=300, industry=EGY, sampling_method=garch_ar1. at 19.95.
At seed=486, n=300, industry=EGY, sampling_method=mvn_arch. at 20.5.
At seed=487, n=300, industry=EGY, sampling_method=mvn_arch. at 21.04.
At seed=488, n=300, industry=EGY, sampling_method=mvn_arch. at 21.58.
At seed=489, n=300, industry=EGY, sampling_method=mvn_arch. at 22.12.
At seed=490, n=300, industry=EGY, sampling_method=mvn_arch. at 22.66.
At seed=486, n=400, industry=EGY, sampling_method=ar1. at 23.2.
At seed=487, n=400, industry=EGY, sampling_method=ar1. at 23.96.
At seed=488, n=400, industry=EGY, sampling_method=ar1. at 24.72.
At seed=489, n=400, industry=EGY, sampling_method=ar1. at 25.48.
At seed=490, n=400, industry=EGY, sampling_method=ar1. at 26.24.
At seed=486, n=400, industry=EGY, sampling_method=garch. at 27.0.
At seed=487, n=400, industry=EGY, sampling_method=garch. at 27.78.
At seed=488, n=400, industry=EGY, sampling_method=garch. at 28.55.
At seed=489, n=400, industry=EGY, sampling_method=garch. at 29.33.
At seed=490, n=400, industry=EGY, sampling_method=garch. at 30.1.
At seed=486, n=400, industry=EGY, sampling_method=garch_ar1. at 30.87.
At seed=487, n=400, industry=EGY, sampling_method=garch_ar1. at 31.65.
At seed=488, n=400, industry=EGY, sampling_method=garch_ar1. at 32.42.
At seed=489, n=400, industry=EGY, sampling_method=garch_ar1. at 33.19.
At seed=490, n=400, industry=EGY, sampling_method=garch_ar1. at 33.97.
At seed=486, n=400, industry=EGY, sampling_method=mvn_arch. at 34.75.
